Name,Input,Ideal_chisquare,Noisy_chisquare,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation,Killed_IC,Killed_NC,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF,Killed_IE,Killed_NE
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,PureState_0,0,1,0.4583861730006142,0.42899789682203426,0.42834323768041715,0.40348460096772043,0.47616000000000014,0.4679581194097707,0.5200000000000001,0.507763908520582,0.8999995625,0.84677690625,False,False,True,True,True,True,True,True,True,False,True,True
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,Quratest_0,0,1,0.18072364964315396,0.1581686681696786,0.17991906140787964,0.15767799384683484,0.23446507574484332,0.2255445834513668,0.8920428959304121,0.8647310144337784,0.006313230257763203,0.005893800992236797,False,False,True,False,True,False,True,True,True,False,False,False
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,PureState_1,0,1,0.11906789019435406,0.10068336026663337,0.11808771392747561,0.10008484847169777,0.11535999999999999,0.10445508542701207,0.819999999999999,0.800494370562817,0.03798871874999998,0.03378862500000002,False,False,True,False,True,False,True,True,True,False,True,False
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,Quratest_1,0,1,0.16586816351577555,0.14521785036400292,0.16216757757692102,0.143776809668001,0.15471551035751363,0.1529637042837514,0.9193199648963162,0.8928880316745149,0.10658647501928731,0.03383256876928731,False,False,True,False,True,False,True,True,True,False,True,False
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,PureState_2,0,1,0.12751484444102892,0.11348118766970994,0.12616848819170348,0.11242344306379214,0.11535999999999991,0.10702285831581664,0.82,0.80081158763506,0.05045190624999979,0.0040651874999997895,False,False,True,False,True,False,True,True,True,False,True,False
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,Quratest_2,0,1,0.29368260713666844,0.2694986451191475,0.28596008455056987,0.26462946365405743,0.32680392098736355,0.3120367222868994,0.5706731593163389,0.5552281831940319,0.04436699523228027,0.05413262023228027,False,False,True,False,True,False,True,True,True,False,True,True
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,PureState_3,0,1,0.449835045681879,0.4211785600476103,0.4194310451378659,0.3975676708384953,0.4761599999999999,0.4642757691576906,0.5199999999999988,0.5079158208618769,0.8953488750000003,0.8323605937500003,False,False,True,True,True,True,True,True,True,False,True,True
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,Quratest_3,0,1,0.09928100078555405,0.09009824843060121,0.09900411734948801,0.08996045255642313,0.10747763130923982,0.11022271603940591,0.9521825069907179,0.917907563455652,0.03479386131365014,0.08655167381365014,False,False,True,False,True,False,True,True,True,False,True,True
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,PureState_4,0,1,0.4508457235129253,0.4258406882648656,0.42200394010565717,0.4016232191928424,0.47616,0.46790930721768015,0.5199999999999995,0.5078413680684686,0.8804683124999999,0.8384761249999999,False,False,True,True,True,True,True,True,True,False,True,True
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,Quratest_4,0,1,0.34152206130833135,0.3207374567720566,0.335650640884963,0.31544910872191007,0.42981139716403244,0.4201829631096262,0.734176803648166,0.7146890144297543,0.8173069177220227,0.7704319177220227,False,False,True,False,True,True,True,True,True,False,True,True
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,PureState_5,0,1,0.4451545379580529,0.41683968585356784,0.41738969804918463,0.393538123492825,0.4761599999999998,0.46429024252291273,0.5199999999999992,0.5078664782869733,0.8841184062499998,0.8274777812499998,False,False,True,True,True,True,True,True,True,False,True,True
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,Quratest_5,0,1,0.10109008414572415,0.11614073444331158,0.10088289602648512,0.11588674229067603,0.13465857684468868,0.14068713434576702,0.9514050767754667,0.9175554089245633,0.013032499814566223,0.03872531268543378,False,False,True,False,True,False,True,True,True,False,True,False
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,PureState_6,0,1,0.129390579982884,0.10982273134753448,0.12784026323380146,0.1089112474928854,0.11535999999999996,0.10684097353869691,0.8199999999999993,0.8006320911870717,0.06510034375000012,0.016272218750000123,False,False,True,False,True,False,True,True,True,False,True,False
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,Quratest_6,0,1,0.402521062428967,0.38276731378092277,0.39204145385602457,0.3734110531808047,0.4624590031903559,0.4556843668822733,0.630506528565677,0.6124413151780805,0.5094290683643821,0.5148001621143821,False,False,True,True,True,True,True,True,True,False,True,True
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,PureState_7,0,1,0.12027061442579517,0.10427463324797569,0.11913081196484217,0.10367205107647931,0.11535999999999999,0.1046718064482248,0.8199999999999991,0.800690451440254,0.056055125000000094,0.016210499999999906,False,False,True,False,True,False,True,True,True,False,True,False
ae_3_Mutant_Add_cp_P3_Q0_[4.71238898038469].qasm,Quratest_7,0,1,0.10686208660486961,0.09729851058155865,0.1042435863237352,0.09703192977394241,0.08936573965737418,0.08485592909368603,0.9623741915042877,0.9386289778127423,0.049974133856654696,0.043138196356654696,False,False,True,False,True,False,True,False,True,False,True,False
