Name,Input,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,PureState_0,0.041273128370271805,0.09867831839284004,0.04026861268188289,0.09680752076466728,0.0,0.042400786162158116,1.0000000000000182,0.8674661412708813,0.008144396974639166,0.012050646974639166
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,Quratest_0,0.03871637245540694,0.08960133986800274,0.03866229912000843,0.08739821200890162,0.0,0.03798138783652774,1.0000000000000226,0.8686550710045061,0.007730730161895662,0.009195573911895662
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,PureState_1,0.04166167563700655,0.10435466389833598,0.04154194899197607,0.10327276839774907,0.0,0.04247526081632088,1.0000000000000249,0.868132975626194,0.02076339504656119,0.03004073879656119
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,Quratest_1,0.04240551339060703,0.104612392614852,0.04195343470424415,0.10271136764838214,0.0,0.04184488604334581,1.000000000000023,0.8628174132339996,0.0075115245357421576,0.021785350464257842
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,PureState_2,0.04072401805651553,0.10086604821215318,0.040285634020127636,0.09991239813675656,0.0,0.04071601156662674,1.0000000000000222,0.8676344813219524,0.00010333389020336647,0.0020564588902033665
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,Quratest_2,0.0386042164986736,0.0874481981505308,0.03775985976969557,0.08632943523464547,0.0,0.0335590713840542,1.0000000000000249,0.8735457999785158,0.008513778495984697,0.006560653495984697
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,PureState_3,0.03981965043130508,0.10655835124337022,0.03897564904558584,0.10444332402848795,0.0,0.04249187602035874,1.000000000000023,0.867323614888566,0.002539810664892485,0.020409408085107515
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,Quratest_3,0.040342337434862936,0.08649531344314981,0.04029963062461077,0.08572464418382146,0.0,0.03192052214570905,1.0000000000000226,0.8674475007983655,0.0038616066073427907,0.00785714339265721
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,PureState_4,0.043322107172759916,0.10293586902848145,0.04145489695673685,0.10009046881311709,0.0,0.03738838430998486,1.000000000000027,0.8661065689997345,0.005746252282382191,0.00011312271761780915
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,Quratest_4,0.03979669619263309,0.11281953734495662,0.03954317934724646,0.10845876787892975,0.0,0.04225572649531153,1.0000000000000244,0.8677948668747131,0.030685577809693124,0.0020292659403068763
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,PureState_5,0.04097865615467488,0.11615980591621193,0.03996722942231104,0.11172208470242923,0.0,0.04563721854496738,1.0000000000000222,0.8683894009488085,0.018632074218101168,0.016524175781898832
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,Quratest_5,0.03965440105384565,0.08959265757586253,0.039404314246821934,0.0886189001702252,0.0,0.031467141085311845,1.0000000000000222,0.8770249852006279,0.019602488963846493,0.0010478014638464934
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,PureState_6,0.03481515852802406,0.12258151460342213,0.03432136158522751,0.11412050067677616,0.0,0.037648574308575794,1.000000000000023,0.8658357523659805,0.008259864127406778,0.013224510872593222
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,Quratest_6,0.04488459180739016,0.11141213987465418,0.043764225735757264,0.10915642314802822,0.0,0.04933360361881786,1.0000000000000226,0.8715492774643485,0.01063140808770921,0.00672515808770921
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,PureState_7,0.03968222255906753,0.09697040657110637,0.039596325544976385,0.09543145186538711,0.0,0.04171122882977421,1.0000000000000226,0.8689150071200814,0.00711088914074683,0.00418120164074683
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,Quratest_7,0.038801063817264884,0.10135439791438414,0.03876467324778391,0.09950989465724518,0.0,0.0361521807507755,1.0000000000000226,0.870044197598619,0.0018350680307808462,0.008418838219219155
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,PureState_8,0.040461196328853914,0.11424018619453524,0.038677122677080275,0.1068107452396073,0.0,0.03150391462920716,1.0000000000000218,0.8664801162653785,0.001283439224239069,0.01775952952576093
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,Quratest_8,0.041893528762758266,0.12232700801189561,0.04110748206976942,0.11738799893311606,0.0,0.04508357976605283,1.0000000000000222,0.8701343770949478,0.0207352085997371,0.006575052349737098
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,PureState_9,0.039685882606160135,0.10675879357023442,0.03960592017077062,0.10582563931863531,0.0,0.04247621209162845,1.0000000000000222,0.8679121608733077,0.001697542453438887,0.025623323703438887
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,Quratest_9,0.04121250828876694,0.12975038105215564,0.038666627544157416,0.1233637963458868,0.0,0.06231585246787857,1.0000000000000226,0.8593485608068351,0.00321308727421327,0.00020488147578672997
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,PureState_10,0.040216737851084455,0.10233573719873536,0.03957115227854481,0.10043668243595036,0.0,0.041805345945738606,1.0000000000000222,0.8680186374597705,0.011443798359253098,0.010955517109253098
ae_7_Mutant_Add_sx_P18_Q6_[].qasm,Quratest_10,0.04407807960686197,0.08618597239966641,0.04386706499685514,0.0839932553417566,0.0,0.0402873421563885,1.0000000000000235,0.8617274065375446,0.012333489120415344,0.014286614120415344
