Metric,Threshold,kyiv,brisbane,sherbrooke
Metric C,0.1,0.9936180904522613,0.9936515912897822,0.9928237763184619
Metric C,0.5,0.9936180904522613,0.9936515912897822,0.9928237763184619
Metric C,0.8,0.9936180904522613,0.9936515912897822,0.9928237763184619
Metric C,A,0.9936180904522613,0.9936515912897822,0.9928237763184619
Metric C,I,0.9936180904522613,0.9936515912897822,0.9928237763184619
Metric C,N,0.9936256114722241,0.9936674931314079,0.9928234119259999
Metric H,0.1,0.761574423163927,0.7614906415992225,0.7669412252706787
Metric H,0.5,0.7621004913776335,0.761859790545896,0.7675342992691371
Metric H,0.8,0.796794475365904,0.766825152955936,0.8009622927671147
Metric H,A,0.0,0.0,0.0
Metric H,I,0.7616002279813592,0.7615088013411567,0.7669526334064483
Metric H,N,0.8103192279138827,0.8047327943206468,0.8120361250225434
Metric J,0.1,0.7770067548314644,0.7769194030851215,0.7819447031136244
Metric J,0.5,0.7777089678223912,0.7774554251108029,0.7827992965298332
Metric J,0.8,0.8268014445951885,0.8217854099044373,0.8255694008912362
Metric J,A,0.0,0.0,0.0
Metric J,I,0.7770335971030042,0.7769489934460853,0.7819753901916449
Metric J,N,0.8229748186652168,0.8173935417470732,0.8232850731915803
Metric T,0.1,0.8903592157388253,0.8906561803028524,0.8961131280306684
Metric T,0.5,0.8906777876068916,0.8907283653441513,0.8964577888634448
Metric T,0.8,0.8991766029246344,0.8932505818463925,0.9006218972346184
Metric T,A,0.9427009965044086,0.940597658502344,0.9439229152250265
Metric T,I,0.8903601340033501,0.8903601340033501,0.8961140071762237
Metric T,N,0.9427009965044086,0.940597658502344,0.9439229152250265
Metric F,0.1,0.9572860744227338,0.9576576727650797,0.9584570988516252
Metric F,0.5,0.9578772273235153,0.9578768734457961,0.9590506264642966
Metric F,0.8,0.9579324062425623,0.9578937509047096,0.9591095308031228
Metric F,A,0.9574352833846504,0.9574125360311988,0.9583800730577847
Metric F,I,0.957286432160804,0.957286432160804,0.9584574504095863
Metric F,N,0.9574352833846504,0.9574125360311988,0.9583800730577847
Metric E,0.1,0.8349480908886078,0.8364397657249896,0.8399578584426779
Metric E,0.5,0.8676086178906529,0.8698783992370148,0.865426953379211
Metric E,0.8,0.8879777419827207,0.8535803237858033,0.793640018797974
Metric E,A,0.8712378498653238,0.8957165035009347,0.8659029949170878
Metric E,I,0.8362981574539363,0.8362981574539363,0.8415391645792432
Metric E,N,0.8712378498653238,0.8957165035009347,0.8659029949170878
