Metric,Threshold,kyiv,brisbane,sherbrooke
Metric C,0.1,1.0,1.0,1.0
Metric C,0.5,1.0,1.0,1.0
Metric C,0.8,1.0,1.0,1.0
Metric C,A,1.0,1.0,1.0
Metric C,I,1.0,1.0,1.0
Metric C,N,0.9998735649623224,0.9998819979433927,0.9999488578247528
Metric H,0.1,0.9996590821611991,0.9996590446651489,0.9996800070619131
Metric H,0.5,0.9909711759465969,0.9937418198216034,0.9907643417524579
Metric H,0.8,0.8501501138225688,0.9277284675707482,0.8449579043772827
Metric H,A,0.0,0.0,0.0
Metric H,I,0.9992741749238434,0.9991971051792216,0.9992717402098712
Metric H,N,0.6481947850568013,0.6732438050615369,0.6458781599302637
Metric J,0.1,0.9993963565807912,0.9995795692201548,0.9996644985335339
Metric J,0.5,0.9881858359383421,0.9908906664366874,0.9875323326010021
Metric J,0.8,0.4664115554597391,0.48855134645652315,0.4330891026959166
Metric J,A,0.0,0.0,0.0
Metric J,I,0.9992131076856743,0.9993747439684354,0.9993398196950184
Metric J,N,0.6689985986849197,0.6849356417498544,0.6671176094979383
Metric T,0.1,0.9999905934586911,0.9992098505300586,0.999990556415971
Metric T,0.5,0.9944501406277926,0.995503673254381,0.9944660597589997
Metric T,0.8,0.9399110141192185,0.9747622496684194,0.9491179692516905
Metric T,A,0.6798577730954105,0.7058574532730061,0.6827333509613569
Metric T,I,1.0,1.0,1.0
Metric T,N,0.6798577730954105,0.7058574532730061,0.6827333509613569
Metric F,0.1,0.9999912510936133,0.9992650918635171,0.9999911706795928
Metric F,0.5,0.9975415573053368,0.9975328083989501,0.9975366196063888
Metric F,0.8,0.9859580052493438,0.9842169728783902,0.9859878685137605
Metric F,A,0.8814435695538058,0.8892125984251968,0.8825788679045374
Metric F,I,1.0,1.0,1.0
Metric F,N,0.8814435695538058,0.8892125984251968,0.8825788679045374
Metric E,0.1,0.964888737556833,0.9882828930238148,0.9701034763633438
Metric E,0.5,0.6315520660163839,0.6941935225429127,0.6285208611968666
Metric E,0.8,0.36437198309531915,0.2745708734752739,0.1528413261868608
Metric E,A,0.596030204097983,0.566256734832856,0.5875928924107278
Metric E,I,1.0,1.0,1.0
Metric E,N,0.596030204097983,0.566256734832856,0.5875928924107278
