Metric,Threshold,kyiv,brisbane,sherbrooke
Metric C,0.1,0.9900563249242704,0.989784950934559,0.9894833024363243
Metric C,0.5,0.9900563249242704,0.989784950934559,0.9894833024363243
Metric C,0.8,0.9900563249242704,0.989784950934559,0.9894833024363243
Metric C,A,0.9900563249242704,0.989784950934559,0.9894833024363243
Metric C,I,0.9900563249242704,0.989784950934559,0.9894833024363243
Metric C,N,0.9900383309126252,0.9897777942843909,0.9894786321782526
Metric H,0.1,0.5513286897342621,0.5513922353154971,0.5543703722327681
Metric H,0.5,0.5501307236952072,0.5505628231473411,0.5531358857457438
Metric H,0.8,0.5401172190784155,0.5407950726029439,0.5411932127583878
Metric H,A,0.0,0.0,0.0
Metric H,I,0.5512825334737476,0.5513212289889957,0.5542973907576234
Metric H,N,0.4934139709410651,0.49966495703442726,0.4942313945674088
Metric J,0.1,0.5593315423022022,0.5594470965088307,0.5622038285049825
Metric J,0.5,0.5577426542920809,0.5582091143734378,0.5604622993842737
Metric J,0.8,0.4339374618322586,0.44242323517709925,0.41935761461179355
Metric J,A,0.0,0.0,0.0
Metric J,I,0.5593032788162722,0.5594168482004008,0.5621656437305952
Metric J,N,0.5042829383349212,0.5075020827662435,0.5047740373093854
Metric T,0.1,0.6159993056532397,0.6160734340605861,0.6188909435865415
Metric T,0.5,0.6150018928127197,0.6153393499420556,0.6178701552314911
Metric T,0.8,0.6062801856663333,0.6118084668506182,0.609461816369752
Metric T,A,0.5513350824528643,0.5594372747713062,0.5536996406130811
Metric T,I,0.6160034477804913,0.6160987098647018,0.6188950896542614
Metric T,N,0.5513350824528643,0.5594372747713062,0.5536996406130811
Metric F,0.1,0.6474008728106609,0.6474739285306609,0.6479681199967086
Metric F,0.5,0.6471108870731392,0.6471705301409606,0.6476742371374139
Metric F,0.8,0.644453171830753,0.6440477562880393,0.6450114219598303
Metric F,A,0.6183397255063552,0.6205237351999874,0.6192256656176315
Metric F,I,0.6474048291092034,0.6474760385255467,0.6479720933239684
Metric F,N,0.6183397255063552,0.6205237351999874,0.6192256656176315
Metric E,0.1,0.5823760292515073,0.5876524226162102,0.5860266886315915
Metric E,0.5,0.5092410686354252,0.5318973578685433,0.5085402624303624
Metric E,0.8,0.39491288768764055,0.3315504676112727,0.22043646807592432
Metric E,A,0.49777973598728315,0.4949609985809449,0.4941728988797208
Metric E,I,0.5895443176965778,0.5896776672735756,0.592400632719685
Metric E,N,0.49777973598728315,0.4949609985809449,0.4941728988797208
