Metric,Threshold,kyiv,brisbane,sherbrooke
Metric H,I,0.6249920842417608,0.6177808765296363,0.6224899235454661
Metric H,N,0.6330642459971864,0.58026429237564,0.6722516641892329
Metric H,A,0.5314210159033312,0.46931913701316896,0.5683679275624057
Metric H,M,0.6549910227738054,0.6226391140451962,0.6463431928687197
Metric J,I,0.6211924471135638,0.6139287878247852,0.6185295918734915
Metric J,N,0.6334208078660644,0.5736550591442,0.6705905055962949
Metric J,A,0.6226115352367504,0.48345110928512736,0.5587809168995136
Metric J,M,0.6476196404303217,0.6144848038455575,0.6406264198951928
Metric T,I,0.0001390723871775259,0.0001390723871775259,0.00013938253536831835
Metric T,N,0.00023543260741612713,0.0002320656745859078,0.00022351363433169424
Metric T,A,0.0007609988109393579,0.0031872509960159364,0.00031389166813803384
Metric T,M,0.00015783918160384338,0.0001619875877010924,0.0001664551299390358
Metric F,I,0.0001390723871775259,0.0001390723871775259,0.00013938253536831835
Metric F,N,0.0002161607154919683,0.0002252283956699841,0.00022054060014610816
Metric F,A,0.001172247051066012,0.002940095553105476,0.0002936857562408223
Metric F,M,0.0001463325406987379,0.00015095336484484824,0.00015389202550760323
Metric E,I,0.376463615409944,0.3786871807806293,0.37703419046324554
Metric E,N,0.3612894939635243,0.3553328388332097,0.3547922010427669
Metric E,A,0.3385424397277411,0.3464646464646465,0.34913396896346627
Metric E,M,0.36967354825587306,0.3728396419683491,0.3722940247785716
