Name,Input,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF,Killed_IE,Killed_NE
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,PureState_0,0.3203701089928538,0.31212809720840645,0.3039836533256599,0.29529227336023595,0.21115579965518325,0.22162365827463046,0.2500000000000002,0.2368077122543955,0.0049016952966369765,0.042011070296636976,True,True,True,True,True,True,True,True,False,True
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,Quratest_0,0.15259085621319735,0.15183552314060023,0.15047450252159636,0.14974398517338966,0.11020856718537075,0.12181502398830517,0.5392850467059799,0.5020003848046731,0.22111178660461378,0.18302584910461378,True,False,True,False,True,True,True,True,True,True
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,PureState_1,0.31973479146676437,0.31167423232041125,0.3087663766015736,0.29967340631047307,0.27880531217345783,0.28352272894498265,0.25,0.23777179870529144,0.026348304703362996,0.013690757796637004,True,True,True,True,True,True,True,True,True,False
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,Quratest_1,0.14702152925808498,0.16419377847065084,0.14557818565387226,0.16006438775407394,0.13464744178095397,0.14410022189810762,0.06500382589456408,0.06691939923229609,0.006267906547319846,0.00040853154731984587,True,False,True,False,True,True,True,True,False,False
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,PureState_2,0.3193241166712932,0.3060898258081654,0.30317877871029264,0.28996294519410803,0.21115579965518325,0.2217125432039666,0.2500000000000002,0.23750299664365104,0.0024602890466369765,0.06398372654663698,True,True,True,True,True,True,True,True,False,True
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,Quratest_2,0.2301050191945942,0.21151570777625212,0.2206386813295279,0.20608281979703313,0.15130654583780345,0.1607777802272537,0.43704246011596626,0.4125909590743499,0.05967804171951153,0.06163116671951153,True,True,True,True,True,True,True,True,True,True
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,PureState_3,0.31858038052729865,0.31690946434631195,0.3023084280723097,0.29962465103004904,0.2111557996551833,0.22160089384518739,0.2500000000000002,0.23722986058966958,0.0033990859533630235,0.053241539046636976,True,True,True,True,True,True,True,True,False,True
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,Quratest_3,0.15910034727788996,0.13259905916460163,0.15608201050971324,0.13180463182743407,0.10076639346181995,0.10786512849366427,0.5446817483499011,0.5078806401360435,0.07742314425755684,0.052032519257556836,True,False,True,False,True,True,True,True,True,True
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,PureState_4,0.3189894265422675,0.31880357980631086,0.30298419372498925,0.3016994037516294,0.21115579965518325,0.22168977877452326,0.2500000000000001,0.23705071716776493,0.004901695296636865,0.09669857029663687,True,True,True,True,True,True,True,True,False,True
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,Quratest_4,0.3269865749331174,0.3044684046231944,0.31988728407401235,0.2992139106075339,0.3213281398626678,0.32126954102441774,0.05174214258717944,0.05563003908597492,0.20314466681323956,0.18117201056323956,True,True,True,True,True,True,True,True,True,True
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,PureState_5,0.3152045725281506,0.3072117060419831,0.30475073925413787,0.29499739913673684,0.2788053121734579,0.28230645345428595,0.2500000000000002,0.2367855769022654,0.02439517970336308,0.01759700779663692,True,True,True,True,True,True,True,True,True,False
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,Quratest_5,0.33592032862693244,0.3167909513642599,0.32303545852296467,0.3068614746421439,0.25739912159310496,0.2640459645889046,0.4207750005393589,0.3940622062239024,0.10043567196573422,0.09213489071573422,True,True,True,True,True,True,True,True,True,True
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,PureState_6,0.32657828823650636,0.3121312374760414,0.3095518649130796,0.29494197781521075,0.21115579965518327,0.22147522857419769,0.25,0.23693097345796016,0.015155601546636921,0.08595638279663692,True,True,True,True,True,True,True,True,True,True
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,Quratest_6,0.1038406971716522,0.1431969347740446,0.0988413111502174,0.13521041939848596,0.03023356991448356,0.06983077556660866,0.5904353015623659,0.5461106400896812,0.06216314709744175,0.03726080334744175,True,False,True,False,True,True,True,True,True,True
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,PureState_7,0.315695764930156,0.3085301909170466,0.30498494966180817,0.2968585040129775,0.27880531217345783,0.2831287617784621,0.25000000000000033,0.2371426338110798,0.017070960953363135,0.012225914046636865,True,True,True,True,True,True,True,True,True,False
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,Quratest_7,0.2208983209648997,0.20747846139143244,0.21573164617728235,0.2033365757597494,0.16122924840731456,0.16973521777008865,0.3535384244876616,0.33082469286110666,0.3202513083256118,0.2582395895756118,True,False,True,True,True,True,True,True,True,True
qftentangled_4_Mutant_Add_ch_P10_Q3_[].qasm,PureState_8,0.3152386158925536,0.30772091237563354,0.3047866683160099,0.29608264884388946,0.2788053121734579,0.28346749619148237,0.25000000000000056,0.23817707532404367,0.02439517970336305,0.013202476546636949,True,True,True,True,True,True,True,True,True,False
