Name,Input,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,PureState_0,0.002899168262846635,0.1443171912124403,0.002899166232038885,0.12044199101909879,0.0,0.021114914673686307,1.0000000000000004,0.9734361300759773,0.0,0.0703125
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,Quratest_0,0.007164040589453508,0.019801963725917717,0.00716395323458397,0.019799002132192232,0.0,0.014160635490572043,0.9999999999999989,0.9527120226121374,0.002736218810823282,0.0001934686891767179
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,PureState_1,0.003979757136754135,0.14053349458556658,0.0039797357291495835,0.1173286823443279,0.0,0.01760762232929977,0.9999999999999989,0.9683270495409988,0.0,0.07275390625
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,Quratest_1,0.01364143585049023,0.0727275857654733,0.01306671796112489,0.0633011482838385,0.0,0.009347680157441862,1.0000000000000013,0.9653322687478058,0.013848461909111265,0.014960131840888735
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,PureState_2,0.007255298915898871,0.13266523069511102,0.006107104025758333,0.11277984734326724,0.0,0.015534922749411569,0.9999999999999996,0.9696785249046277,0.0,0.0673828125
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,Quratest_2,0.010006164490872934,0.024877948701739972,0.010005854112499072,0.02487208021198634,0.0,0.014587638643605122,0.9999999999999993,0.9524815632653594,0.0004775374408877431,0.009266599940887743
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,PureState_3,0.0,0.14932720480637554,0.0,0.12462944632708822,0.0,0.02210378753994246,1.0,0.9778962123687336,0.0,0.0615234375
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,Quratest_3,0.012132080955264187,0.02412514697632506,0.012131767202407278,0.024094636134089936,0.0,0.010398342327037988,0.9999999999999998,0.9623760568442078,0.010084158820454603,0.012037283820454603
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,PureState_4,0.004313451684288297,0.1432268613113573,0.004313444995285788,0.11951909163243682,0.0,0.021114906164679675,1.0,0.9737759862457896,0.0,0.0693359375
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,Quratest_4,0.00608718436373551,0.0580650502394952,0.006086949924115182,0.05609943163689384,0.0,0.011589342669405117,0.9999999999999987,0.9651557712179972,0.008187948576260956,0.018179238923739044
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,PureState_5,0.0,0.13628084344168195,0.0,0.11369420108626276,0.0,0.022394502330804155,1.0,0.9776054975678318,0.0,0.06640625
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,Quratest_5,0.010578673971547383,0.060801177097449054,0.010575077859393666,0.06011869481651485,0.0,0.0184385585771382,1.0,0.9625869535728068,0.0005659804429041237,0.056230042942904124
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,PureState_6,0.008353943137987312,0.1296505847364729,0.007378728016159079,0.10969975568253192,0.0,0.0156306700340344,0.9999999999999996,0.9693575576186086,0.0,0.0673828125
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,Quratest_6,0.010311257594919404,0.06617904025490315,0.010310805463482942,0.06412108857430823,0.0,0.01318530051013678,1.0,0.9641532948282553,0.011550739589091363,0.07160933333909136
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,PureState_7,0.008438160957573411,0.13798014920785182,0.008437972938470244,0.11512749113333091,0.0,0.017417868197099017,1.0000000000000004,0.9686308378437252,0.0,0.0673828125
wstate_3_Mutant_Add_s_P0_Q0_[].qasm,Quratest_7,0.01129481839206696,0.027324747387122306,0.01129409565798068,0.02730453991050126,0.0,0.012024611746265372,0.9999999999999987,0.9678767596710676,0.026631368500843466,0.005595193999156534
