,Name,Input,Ideal_chisquare,Noisy_chisquare,Ideal_hellinger,Noisy_hellinger,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Killed_IC,Killed_NC,Killed_IH,Killed_NH,Killed_IT,Killed_NT,Killed_IF,Killed_NF
0,wstate_2_Mutant_Add_cp_P2_Q1_[4.71238898038469].qasm,PureState_0,,0.0,0.0,0.1235032245052911,0.0,0.022738466722749033,1.0,0.9940358629726249,False,True,False,True,False,True,False,True
1,wstate_2_Mutant_Add_cp_P2_Q1_[4.71238898038469].qasm,Quratest_0,1.3662804397945223e-101,7.975410594988788e-117,0.24626668455153533,0.2685994129440614,0.26206176660065417,0.25634469668218607,0.6291584920661183,0.641730987726219,True,True,True,True,True,True,True,True
2,wstate_2_Mutant_Add_cp_P2_Q1_[4.71238898038469].qasm,PureState_1,,0.0,0.0,0.1235032245052911,0.0,0.020561394907835172,1.0,0.9949373050137859,False,True,False,True,False,True,False,True
3,wstate_2_Mutant_Add_cp_P2_Q1_[4.71238898038469].qasm,Quratest_1,2.8291014951747537e-44,4.663473648012902e-33,0.13324023792596026,0.12005428594524617,0.1149039685422232,0.11977633976409373,0.5699235190795044,0.5862770365652527,True,True,True,True,True,True,True,True
4,wstate_2_Mutant_Add_cp_P2_Q1_[4.71238898038469].qasm,PureState_2,1.7206875863294113e-63,0.0,0.19317718053455682,0.21381088536794957,0.2500000000000001,0.24520978824727935,0.7500000000000007,0.7573605113386743,True,True,True,True,True,True,True,True
5,wstate_2_Mutant_Add_cp_P2_Q1_[4.71238898038469].qasm,Quratest_2,0.042332265896115065,0.05631740308710162,0.031918227971378846,0.030558346342237377,0.008615039145952557,0.016810752932351916,0.6183977524584591,0.642598138963203,False,False,False,False,True,True,True,True
6,wstate_2_Mutant_Add_cp_P2_Q1_[4.71238898038469].qasm,PureState_3,7.174899225024258e-66,0.0,0.1963969375953481,0.22494287038299599,0.2500000000000001,0.2452196767943017,0.7500000000000001,0.7579472182305502,True,True,True,True,True,True,True,True
7,wstate_2_Mutant_Add_cp_P2_Q1_[4.71238898038469].qasm,Quratest_3,8.615081744806992e-36,1.6359015629038888e-41,0.1379515509565337,0.15257052451431566,0.19088617904051333,0.19332242459396426,0.5361570187140825,0.5562178480618106,True,True,True,True,True,True,True,True
8,wstate_2_Mutant_Add_id_P1_Q1_[].qasm,PureState_0,,0.0,0.0,0.1235032245052911,0.0,0.0002801799832116093,1.0,0.9999953208545933,False,True,False,True,False,True,False,False
9,wstate_2_Mutant_Add_id_P1_Q1_[].qasm,Quratest_0,0.9245753795833622,0.1210118367880036,0.007601922615574253,0.02690763904941583,0.0,8.950044261404194e-05,0.9999999999999998,0.9999985993548262,False,False,False,False,False,True,False,False
10,wstate_2_Mutant_Add_id_P1_Q1_[].qasm,PureState_1,,0.0,0.0,0.1235032245052911,0.0,0.0002802292151082896,1.0,0.9999951927159215,False,True,False,True,False,True,False,False
11,wstate_2_Mutant_Add_id_P1_Q1_[].qasm,Quratest_1,0.32437602896187023,0.08900249083677628,0.02038371232166607,0.027294385319163568,0.0,6.93187296172959e-05,0.9999999999999993,0.9999990518551023,False,False,False,False,False,True,False,False
12,wstate_2_Mutant_Add_id_P1_Q1_[].qasm,PureState_2,0.15037662913204133,0.0,0.01588389689866889,0.11102040395255305,0.0,0.0001052455524525001,1.0,0.9999991741067202,False,True,False,True,False,True,False,False
13,wstate_2_Mutant_Add_id_P1_Q1_[].qasm,Quratest_2,0.00379084239075468,0.009528874139635487,0.04199836291688137,0.03963017295660464,0.0,0.00013997838460610285,0.9999999999999996,0.9999989325236223,True,True,False,False,False,True,False,False
14,wstate_2_Mutant_Add_id_P1_Q1_[].qasm,PureState_3,0.10381313449156718,0.0,0.01795875879847696,0.1103355353657174,0.0,0.00010522706245253192,1.0000000000000022,0.9999991521525394,False,True,False,True,False,True,False,False
15,wstate_2_Mutant_Add_id_P1_Q1_[].qasm,Quratest_3,0.050494415042358264,0.00024304014192273407,0.04003967404962715,0.06240759533683596,0.0,9.790312545989929e-05,0.9999999999999964,0.9999992713968097,False,True,False,True,False,True,False,False
16,wstate_2_Mutant_Replace_h_P0_Q0_[].qasm,PureState_0,0.0,0.0,0.8048791122432485,0.7666821472665432,0.8535533905932737,0.8397988207710427,0.1464466094067263,0.16685332993587096,True,True,True,True,True,True,True,True
17,wstate_2_Mutant_Replace_h_P0_Q0_[].qasm,Quratest_0,1.0674054521256978e-253,1.9789634444067106e-283,0.3724861375514315,0.3741561802205599,0.39938440919954704,0.3922715925896867,0.020353387717063496,0.04377994154525707,True,True,True,True,True,True,True,True
18,wstate_2_Mutant_Replace_h_P0_Q0_[].qasm,PureState_1,0.0,0.0,0.7752591233177357,0.7414864174476745,0.8535533905932737,0.8401645247684033,0.14644660940672607,0.1660504216265584,True,True,True,True,True,True,True,True
19,wstate_2_Mutant_Replace_h_P0_Q0_[].qasm,Quratest_1,8.003754556846578e-153,3.472795427788833e-124,0.22622906261838252,0.21348048568652328,0.22344850041576142,0.21935177690411414,0.013486473001913085,0.03780636845947986,True,True,True,True,True,True,True,True
20,wstate_2_Mutant_Replace_h_P0_Q0_[].qasm,PureState_2,4.651980974041872e-128,0.0,0.29344812572082246,0.30356486373855934,0.3535533905932739,0.34851041242368375,0.1464466094067264,0.16595857935550426,True,True,True,True,True,True,True,True
21,wstate_2_Mutant_Replace_h_P0_Q0_[].qasm,Quratest_2,3.785327562148081e-84,2.1185643742883654e-78,0.18632462652769358,0.18054006151190774,0.24418581259489075,0.23754453340524523,0.12579323216937818,0.164094170351695,True,True,True,True,True,True,True,True
22,wstate_2_Mutant_Replace_h_P0_Q0_[].qasm,PureState_3,2.481019873648776e-142,0.0,0.31209028208413464,0.33034017491523565,0.3535533905932739,0.3483587139798816,0.14644660940672638,0.16648202386912772,True,True,True,True,True,True,True,True
23,wstate_2_Mutant_Replace_h_P0_Q0_[].qasm,Quratest_3,6.2947593049545546e-136,6.8095893382624e-145,0.25673107127970296,0.26231441638402014,0.3566071464273265,0.3510542880529298,0.0056579755319624845,0.030603620726134446,True,True,True,True,True,True,True,True
24,wstate_2_Mutant_Add_z_P0_Q0_[].qasm,PureState_0,,0.0,0.0,0.1235032245052911,0.0,5.510742814024069e-16,1.0,0.9999999989207664,False,True,False,True,False,False,False,False
25,wstate_2_Mutant_Add_z_P0_Q0_[].qasm,Quratest_0,7.699808471216576e-14,1.6719170727546058e-20,0.0864157612240744,0.10806852236533386,0.10472948375631977,0.10293414117657418,0.0012323086280329415,0.023331324912316306,True,True,True,True,True,True,True,True
26,wstate_2_Mutant_Add_z_P0_Q0_[].qasm,PureState_1,,0.0,0.0,0.1235032245052911,0.0,5.302783724848461e-16,1.0,0.9999999989207657,False,True,False,True,False,False,False,False
27,wstate_2_Mutant_Add_z_P0_Q0_[].qasm,Quratest_1,0.0,0.0,0.5280531475230009,0.5163239464358552,0.5529132337412024,0.5433317987176332,0.2172785595827747,0.23835549150036026,True,True,True,True,True,True,True,True
28,wstate_2_Mutant_Add_z_P0_Q0_[].qasm,PureState_2,0.1039934769507552,0.0,0.017955638826776185,0.11116112885156139,0.0,1.2260154130770898e-16,1.0,0.999999998920766,False,True,False,True,False,False,False,False
29,wstate_2_Mutant_Add_z_P0_Q0_[].qasm,Quratest_2,4.234693085133561e-296,1.720206370386803e-264,0.3335452241108749,0.32519454921211954,0.2803921935251481,0.2718267493228626,0.2480189727197269,0.2843441102693259,True,True,True,True,True,True,True,True
30,wstate_2_Mutant_Add_z_P0_Q0_[].qasm,PureState_3,0.005909178558943628,0.0,0.03039057045590742,0.11319035412397573,0.0,1.4663894941739833e-16,1.0000000000000022,0.9999999989207653,True,True,False,True,False,False,False,False
