,Name,Input,Ideal_chisquare,Noisy_chisquare,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Killed_IC,Killed_NC,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF
0,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,PureState_0,0.0,0.0,0.41777048683579987,0.4176882727340976,0.3986773716313419,0.3984611703416189,0.461827420000253,0.44472708670818484,0.2941591449692427,0.31586634818160575,True,True,True,True,False,False,True,True,True,True
1,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,Quratest_0,0.0,0.0,0.29830843251674044,0.28891861536372687,0.28237048732336906,0.27621998784266927,0.28479720279333864,0.27355466906833437,0.5950274442186873,0.6098504597227955,True,True,True,True,False,False,True,True,True,True
2,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,PureState_1,0.0,0.0,0.4314322639205494,0.41257293738749373,0.40230850599902357,0.3870830359546423,0.4228640696664886,0.40701047891008346,0.29415914496924234,0.3159919402373356,True,True,True,True,False,False,True,True,True,True
3,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,Quratest_1,0.0,0.0,0.49064697657886525,0.4470800266862292,0.45876324979366456,0.4214167827692864,0.48971296991920565,0.46808931010791804,0.26131852779844256,0.2862338233616814,True,True,True,True,False,False,True,True,True,True
4,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,PureState_2,0.0,0.0,0.4937722804330781,0.4554848881675605,0.4650867518882615,0.4356742505048955,0.5207373588507906,0.5010374088164207,0.29415914496924317,0.3157746250433528,True,True,True,True,False,False,True,True,True,True
5,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,Quratest_2,0.0,0.0,0.4296067269463851,0.41871509824554365,0.3956226892586821,0.39187771184876075,0.41252013334759513,0.39101974359461233,0.30216895774269703,0.32862720761266184,True,True,True,True,False,False,True,True,True,True
6,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,PureState_3,0.0,0.0,0.4700021337813493,0.4270598239729284,0.43956350787310583,0.403813999144385,0.4859760648070084,0.46851907772519263,0.29415914496924234,0.31612340451238097,True,True,True,True,False,False,True,True,True,True
7,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,Quratest_3,0.0,0.0,0.47428900976312155,0.4050747630524848,0.4458593675572755,0.3892014018562437,0.5064364008941556,0.4762220891348824,0.15577880898944713,0.1982697463345353,True,True,True,True,False,False,True,True,True,True
8,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,PureState_4,0.0,0.0,0.4377940054084027,0.39808885147658213,0.41796293349561536,0.37836731367730786,0.4652208774348633,0.4474668128261087,0.2941591449692422,0.31578165153027155,True,True,True,True,False,False,True,True,True,True
9,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,Quratest_4,0.0,0.0,0.16443114523531074,0.16879745533221727,0.15578920429686247,0.15756399258769058,0.13202940205232436,0.12512194812800154,0.9416076887185418,0.9444455011677947,True,True,True,True,False,False,True,True,True,True
10,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,PureState_5,0.0,0.0,0.49446801990378625,0.4540169537847045,0.46035962989759505,0.4326443125025546,0.5207373588507909,0.5008823481177814,0.2941591449692417,0.31592640948450534,True,True,True,True,False,False,True,True,True,True
11,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,Quratest_5,0.0,0.0,0.44423126710790833,0.4090760056017733,0.42459134371343765,0.3959338739931225,0.4999832659703119,0.4801870964361273,0.2976676568535323,0.3196043926929399,True,True,True,True,False,False,True,True,True,True
12,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,PureState_6,0.0,0.0,0.40402295654982456,0.4417395328783651,0.38634401799808,0.41979745026277676,0.4532664664029909,0.4334877948774344,0.4375561145889141,0.456057241011118,True,True,True,True,False,False,True,True,True,True
13,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,Quratest_6,0.0,0.0,0.37286264474777187,0.336921159465228,0.3459294080149377,0.3189558696274843,0.34224250323308947,0.328409509133032,0.6791051134680647,0.6886577921878926,True,True,True,True,False,False,True,True,True,True
14,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,PureState_7,0.0,0.0,0.41702772681505385,0.4152636042068849,0.4021986048527839,0.39895222032464706,0.4811134239746846,0.4588666641479757,0.43755611458891425,0.4559108910862788,True,True,True,True,False,False,True,True,True,True
15,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,Quratest_7,0.0,0.0,0.4914750387312991,0.47701187313178606,0.4527299337948107,0.43847464313473644,0.5057383042962554,0.4827063609113705,0.1834660244426908,0.21240410330345055,True,True,True,True,False,False,True,True,True,True
16,ae_6_Mutant_Add_cp_P10_Q1_[3.9269908169872414].qasm,PureState_8,0.0,0.0,0.42418907919094034,0.39028873706768424,0.39419039050941246,0.371490904199319,0.4187095162610175,0.40389753710723786,0.29415914496924234,0.316111005622109,True,True,True,True,False,False,True,True,True,True
