,Name,Input,Ideal_chisquare,Noisy_chisquare,Ideal_hellinger,Noisy_hellinger,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Killed_IC,Killed_NC,Killed_IH,Killed_NH,Killed_IT,Killed_NT,Killed_IF,Killed_NF
0,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,PureState_0,0.1389688829465191,7.391303977841286e-05,0.03606978763389907,0.06436134165195898,0.0,0.004361860000000026,1.0000000836748915,0.9989178662587493,False,True,False,True,False,True,False,True
1,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,PureState_1,4.3114386598908515e-11,9.981676598226422e-05,0.07702720254740537,0.05817927644423388,0.05638500000000002,0.052921369999999995,0.9864326374352278,0.9857034832935431,True,True,True,True,True,True,True,True
2,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,PureState_2,0,7.439930644231817e-08,0.06819790916229806,0.08797621179161656,0.05094751156712228,0.054077152814999994,0.9864325717127465,0.9844151067848914,True,True,True,True,True,True,True,True
3,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,PureState_3,0.9491877587432489,0.09897301684468193,0.016150059893741464,0.040160965913770164,0.0,0.004168859999999991,1.0000001082203533,0.9984538230955876,False,False,False,False,False,True,False,True
4,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,PureState_4,0.6693271326531631,0.0034141840060718247,0.023629495509018533,0.06040217721731781,0.0,0.0034394000000000104,1.0000001081792222,0.9989337197492378,False,True,False,True,False,True,False,True
5,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,PureState_5,0.8199764661262228,0.560909554951613,0.021361867858500812,0.029333194192977807,0.0,0.003708445000000004,1.0000000858212812,0.9985120182628371,False,False,False,False,False,True,False,True
6,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,PureState_6,0,0,0.08907915384334451,0.1196165616565463,0.056384998509499976,0.05589058048999999,0.9864325673966505,0.984429895622762,True,True,True,True,True,True,True,True
7,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,PureState_7,0.00847128912484025,0.007737346282251284,0.043837402202124724,0.05231342024912732,0.05094750000000001,0.04948385999999999,0.9864326460578924,0.9857537653278318,True,True,False,True,True,True,True,True
8,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,Quratest_0,8.570900501037422e-104,3.7225634944324036e-93,0.24754917948278193,0.24426400520366473,0.258559235,0.2471054,0.3363651833538946,0.36841851892156385,True,True,True,True,True,True,True,True
9,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,Quratest_1,0.0,1.111103365900849e-245,0.3585876967650241,0.3222909582705507,0.36463975,0.352908675,0.15728210239531762,0.1908778467992833,True,True,True,True,True,True,True,True
10,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,Quratest_2,1.9064977808493407e-195,5.5526626044695545e-154,0.37318909926117366,0.3439486603359826,0.36340680999999997,0.34875132,0.1537414191837457,0.194425341550401,True,True,True,True,True,True,True,True
11,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,Quratest_3,0.0,0.0,0.4509580845813557,0.43266136093267926,0.4805239872895001,0.46147765817999997,0.1526310113770329,0.18833493917460972,True,True,True,True,True,True,True,True
12,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,Quratest_4,1.4920837443235729e-94,4.695353528463711e-54,0.19522439324023366,0.16398092092343378,0.17734142999999997,0.17155351999999996,0.9250744702020606,0.9264137911314599,True,True,True,True,True,True,True,True
13,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,Quratest_5,2.1570074232044853e-85,2.5595930650153457e-54,0.2141600548897318,0.18723349449477739,0.25179301499999995,0.24101138999999996,0.19709847426250704,0.24020285236772593,True,True,True,True,True,True,True,True
14,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,Quratest_6,4.7108334193253295e-25,7.500568612653914e-15,0.14222227671614843,0.11263673450579206,0.12297230499999998,0.120023435,0.9416108384978297,0.9427895662275614,True,True,True,True,True,True,True,True
15,vqe_3_Mutant_Add_cp_P3_Q1_[3.9269908169872414].qasm,Quratest_7,0,0.0,0.36665342675474144,0.32689909019860486,0.3312959409,0.323915359735,0.589845185948062,0.603473941392655,True,True,True,True,True,True,True,True
16,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,PureState_0,1.5583789860435637e-277,9.17361475267449e-162,0.27621263624471165,0.22625447629044027,0.34409966500000005,0.33628383,0.12118208505244212,0.14706491658036033,True,True,True,True,True,True,True,True
17,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,PureState_1,2.388629473930717e-181,2.9426042847702898e-168,0.3033996731128503,0.2932232613414979,0.33376408500000004,0.327457865,0.004606106254781535,0.027121432285604978,True,True,True,True,True,True,True,True
18,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,PureState_2,0,0.0,0.4157531880573579,0.3822020827690783,0.3717513405671223,0.36394477414500004,0.12118204470354603,0.14695543846387554,True,True,True,True,True,True,True,True
19,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,PureState_3,0,0,0.5124024474094645,0.4957441628357703,0.484030335,0.47321848499999997,0.004606112258332686,0.027112080356729695,True,True,True,True,True,True,True,True
20,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,PureState_4,0.0,1.0905271007731626e-275,0.2660350922487141,0.22315192584665167,0.17593945500000002,0.17210458,0.6851867297798232,0.6921162039271842,True,True,True,True,True,True,True,True
21,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,PureState_5,0.0,8.925368025984057e-283,0.4855140754420219,0.4801228527855562,0.48978917499999997,0.47701874,0.5719287996504456,0.581756167516615,True,True,True,True,True,True,True,True
22,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,PureState_6,0,0.0,0.42114310294112334,0.3591906473963934,0.31640761470949996,0.31061288249,0.6851866681884701,0.6919826284945664,True,True,True,True,True,True,True,True
23,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,PureState_7,1.5686431255758937e-142,1.86384104017144e-78,0.3385755260764313,0.30790645801014616,0.25371311500000004,0.247099475,0.5719288028596529,0.5817446531035626,True,True,True,True,True,True,True,True
24,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,Quratest_0,2.0366837051066742e-36,2.195555034350557e-39,0.15965060356549932,0.17363482734269603,0.13970831999999997,0.13296602500000002,0.011976124310751549,0.051187254461323495,True,True,True,True,True,True,True,True
25,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,Quratest_1,3.027777580591592e-115,3.2773319426038025e-68,0.22585129839325582,0.20433891742144097,0.18948065999999997,0.18507612999999998,0.03980268344213065,0.0637971057361611,True,True,True,True,True,True,True,True
26,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,Quratest_2,1.285622937317042e-36,2.896049100456292e-51,0.20494966222437597,0.2346978203355874,0.16259501499999998,0.15656527499999998,0.2028640274298976,0.22506584975977043,True,True,True,True,True,True,True,True
27,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,Quratest_3,3.758924274637248e-36,1.85084589172685e-27,0.1616444801884802,0.16056971056103342,0.11001739503949999,0.10271086677999999,0.6101303151542129,0.6328626209177453,True,True,True,True,True,True,True,True
28,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,Quratest_4,8.616012285396298e-229,4.171408089556516e-114,0.2501715217392973,0.20222496524503983,0.198555435,0.19410680000000002,0.2954981110035552,0.31761301755853216,True,True,True,True,True,True,True,True
29,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,Quratest_5,5.239795146251818e-85,1.4452284143985504e-68,0.2559036296914018,0.2513873810418428,0.274527815,0.26289193,0.0018870629203430332,0.034572504678758297,True,True,True,True,True,True,True,True
30,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,Quratest_6,4.0043280227694167e-75,8.803807852763484e-58,0.2078669610851629,0.19625450906332198,0.19664055000000003,0.191145365,0.36321911354613956,0.3857807939531437,True,True,True,True,True,True,True,True
31,vqe_3_Mutant_Add_cz_P8_Q1_[].qasm,Quratest_7,0,2.0152287952511913e-86,0.26424531779392674,0.23036228295399278,0.18989688592999998,0.18162572838999996,0.19338133169042743,0.21718890333777455,True,True,True,True,True,True,True,True
32,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,PureState_0,0.6268581624720604,0.0003801866399574784,0.024930475734829073,0.06007043989551425,0.011137119999999986,0.010519789999999987,0.9043681543526393,0.9058612971962272,False,True,False,True,True,True,True,True
33,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,PureState_1,2.0357726529634665e-13,6.484860127421353e-09,0.0811929552648698,0.07526726029012004,0.045040845000000045,0.044464960000000026,0.9043681708528886,0.9058412326631674,True,True,True,True,True,True,True,True
34,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,PureState_2,0,0.043602064599753125,0.059511593328640845,0.04820703654512946,0.010445849367122291,0.009912208845000029,0.904368089341869,0.9057688671864196,True,False,True,False,True,True,True,True
35,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,PureState_3,0.005275403474655478,0.34753786318998325,0.04383206796134755,0.030135256287171324,0.04573210000000001,0.04522032499999999,0.904368180930467,0.9057419379007522,True,False,False,False,True,True,True,True
36,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,PureState_4,0.05549188764065854,2.4581972065641988e-06,0.04018105935926532,0.08588054877726452,0.011540164999999998,0.011186614999999994,0.9043681809825075,0.9057626269919741,False,True,False,True,True,True,True,True
37,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,PureState_5,1.380102322770865e-10,0.026880795165677793,0.07278436602422694,0.04310225795607829,0.04573210000000001,0.04518195000000001,0.9043681467117997,0.9058876348629415,True,False,True,False,True,True,True,True
38,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,PureState_6,0,0.0006972039587199841,0.10008895874802762,0.06664118603013881,0.014051430209499982,0.01358586499000001,0.9043680818341011,0.9059270685674282,True,True,True,True,True,True,True,True
39,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,PureState_7,3.372314184040197e-15,0.04472704064451114,0.06809200941205776,0.04288013311664589,0.04504083172499998,0.04450441000000002,0.9043681328686125,0.9057311062511312,True,False,True,False,True,True,True,True
40,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,Quratest_0,0.061819601685541826,1.3193322817716844e-10,0.04412094051329212,0.09647287969188699,0.04840655424999998,0.04722645770500002,0.8539833077383919,0.8569508011313746,False,True,False,True,True,True,True,True
41,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,Quratest_1,9.010075437044246e-12,0.0017123361205865363,0.09193890050585454,0.06710722567350325,0.062331700000000004,0.06083878499999999,0.9043142235008023,0.9063136869136524,True,True,True,True,True,True,True,True
42,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,Quratest_2,6.7422504627093784e-15,3.759637111779033e-13,0.09582131861607725,0.09625621173146832,0.11203414499999997,0.10866340999999999,0.8582899947092265,0.8625394157977254,True,True,True,True,True,True,True,True
43,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,Quratest_3,0,0,0.09790687852655133,0.08777701123171337,0.09916710018949998,0.09565726368,0.867139492804028,0.8730529059092651,True,True,True,True,True,True,True,True
44,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,Quratest_4,3.875772521913729e-24,1.8797080429397274e-17,0.1283642520495743,0.11023343365396453,0.13720293,0.13340030000000003,0.8545724817603266,0.8575517051446583,True,True,True,True,True,True,True,True
45,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,Quratest_5,1.7497024775355522e-07,0.0003527909775299343,0.07300070288848619,0.05989114525542042,0.05885850704999999,0.05644364785000003,0.8680376828016421,0.873986197601811,True,True,True,True,True,True,True,True
46,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,Quratest_6,4.717730567892762e-07,9.375957762262624e-06,0.07052442452006258,0.0652877462540955,0.07361071000000001,0.07093957000000001,0.8615368554719554,0.8674285153005701,True,True,True,True,True,True,True,True
47,vqe_3_Mutant_Add_p_P11_Q1_[0.7853981633974483].qasm,Quratest_7,0.005207657559211801,0,0.042721724949509696,0.11942716642804485,0.022279219529999984,0.02174217738999999,0.8703145336425203,0.8738548058163161,True,True,False,True,True,True,True,True
48,vqe_3_Mutant_Add_rzz_P3_Q1_[4.71238898038469].qasm,PureState_0,0.0008284452391202247,2.325467134359269e-12,0.055608413859202004,0.09606281020104473,0.04708481999999995,0.04424534000000001,0.9920524563641534,0.9913294478376747,True,True,True,True,True,True,True,True
49,vqe_3_Mutant_Add_rzz_P3_Q1_[4.71238898038469].qasm,PureState_1,0.004119315343481028,0.13265794538149805,0.0534218079116374,0.03952442316836878,0.03302956000000003,0.030649004999999997,0.9920524586289113,0.991046653687746,True,False,True,False,True,True,True,True
50,vqe_3_Mutant_Add_rzz_P3_Q1_[4.71238898038469].qasm,PureState_2,0,0,0.05964583005874088,0.09966164447867104,0.029844362443622298,0.03370117614500003,0.992052379690958,0.9897909116576933,True,True,True,True,True,True,True,True
51,vqe_3_Mutant_Add_rzz_P3_Q1_[4.71238898038469].qasm,PureState_3,0.00015252961069231656,2.5068136240067447e-05,0.054117412784360754,0.06056449687221507,0.04708481499999999,0.044684175000000034,0.9920524873629547,0.9908642303585337,True,True,True,True,True,True,True,True
