Metric,Threshold,kyiv,brisbane,sherbrooke
Metric H,I,0.606692078512797,0.606692078512797,0.606692078512797
Metric H,N,0.606692078512797,0.606692078512797,0.606692078512797
Metric J,I,0.606692078512797,0.606692078512797,0.606692078512797
Metric J,N,0.606692078512797,0.606692078512797,0.606692078512797
Metric T,I,0.606692078512797,0.606692078512797,0.606692078512797
Metric T,N,0.606692078512797,0.606692078512797,0.606692078512797
Metric F,I,0.606692078512797,0.606692078512797,0.606692078512797
Metric F,N,0.606692078512797,0.606692078512797,0.606692078512797
Metric E,I,0.606692078512797,0.606692078512797,0.606692078512797
Metric E,N,0.606692078512797,0.606692078512797,0.606692078512797
