Metric,Threshold,kyiv,brisbane,sherbrooke
Metric H,I,0.9995476250314149,0.9996984318455971,0.9994973611460166
Metric H,N,0.8316159839155567,0.8131282669883394,0.6724805227444082
Metric J,I,0.9995479431412929,0.9997488194514217,0.9994977650544925
Metric J,N,0.8433371841880557,0.8359791017783583,0.6948420471096379
Metric T,I,1.0,1.0,1.0
Metric T,N,0.9676293081949224,0.9711207541523268,0.8954561324754352
Metric F,I,1.0,1.0,1.0
Metric F,N,0.23957668095976645,0.2298147979198978,0.38043974089955296
Metric E,I,0.9237412607954879,0.886081898830856,0.8865519064684801
Metric E,N,0.8011280183302979,0.8350273191939369,0.7484284119616944
