Metric,Threshold,kyiv,brisbane,sherbrooke
Metric H,I,0.7011182624188221,0.7011182624188221,0.7011182624188221
Metric H,N,0.7011182624188221,0.7011182624188221,0.7011182624188221
Metric J,I,0.7011182624188221,0.7011182624188221,0.7011182624188221
Metric J,N,0.7011182624188221,0.7011182624188221,0.7011182624188221
Metric T,I,0.7011182624188221,0.7011182624188221,0.7011182624188221
Metric T,N,0.7011182624188221,0.7011182624188221,0.7011182624188221
Metric F,I,0.7011182624188221,0.7011182624188221,0.7011182624188221
Metric F,N,0.7011182624188221,0.7011182624188221,0.7011182624188221
Metric E,I,0.7011182624188221,0.7011182624188221,0.7011182624188221
Metric E,N,0.7011182624188221,0.7011182624188221,0.7011182624188221
