Name,Input,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF,Killed_IE,Killed_NE
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,PureState_0,0.5460800106107879,0.5277002418438684,0.5152634119813346,0.4998874773137388,0.6294417382415922,0.6249863546806605,0.021446609406726286,0.023894538673508377,1.0913463593432737,1.0640026093432737,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,Quratest_0,0.4294188453575032,0.4193526711546489,0.40573336635068297,0.39720042769321545,0.4230677043908599,0.4172533548609867,0.19456182873748323,0.19705531238278215,0.09832029001134951,0.09734372751134951,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,PureState_1,0.5770490939999353,0.56428422066396,0.5152410900047375,0.5048307928121898,0.5776650429449552,0.5746280298630198,0.021446609406726345,0.023770588841874253,0.9556041718432737,0.9663463593432737,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,Quratest_1,0.5564210639194931,0.5401750854309447,0.5248431096067128,0.5117110446800686,0.6127388798266229,0.6067510954942057,0.10690577196608488,0.10814715186021388,0.7841152169575984,0.7260097482075984,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,PureState_2,0.3216840393665742,0.3270037627236977,0.303060867242468,0.30704992147716526,0.35355339059327373,0.3518944493570672,0.7285533905932733,0.7211322278733251,0.3213268280932736,0.3247447968432736,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,Quratest_2,0.2397003634370519,0.24374824577819523,0.2371584126406689,0.24111217227656112,0.2830118054086638,0.28379098685206594,0.7852728592499589,0.7637082936672808,0.21603831044947314,0.22482737294947314,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,PureState_3,0.30503096025853094,0.2989230452860965,0.29821191063172703,0.2920193086864608,0.36427669529663687,0.36237439582250963,0.7285533905932737,0.7207708474264305,0.2763294219067264,0.24703254690672638,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,Quratest_3,0.46572916004758397,0.44867306337837315,0.4416738163362565,0.4293904672890124,0.5134136679863261,0.5084686372478429,0.21380207344231164,0.21361311060949503,0.044438397170455224,0.002446209670455224,True,True,True,True,True,True,True,True,True,False
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,PureState_4,0.543549771172564,0.5372074633961482,0.5135807993822977,0.5071417612883808,0.6294417382415922,0.6252459833569153,0.021446609406726273,0.023945390588496117,0.47952995309327373,0.46536979684327373,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,Quratest_4,0.46201349937635294,0.45896669311619986,0.43926005044428995,0.43592785225766617,0.4648335255312026,0.45940130943558277,0.08653882314371866,0.0886189145100351,0.613745780198265,0.599585623948265,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,PureState_5,0.3100379770478084,0.30309147811453835,0.3028167299718998,0.29601028739663077,0.36427669529663675,0.36246316269175594,0.7285533905932732,0.720463151046308,0.13285026559327373,0.15384635934327373,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,Quratest_5,0.535874320357264,0.5091220798316993,0.49302033686747887,0.4753191713393205,0.5377621693185866,0.5325935308754859,0.1843325584694567,0.183947601133564,0.27467542095830666,0.28444104595830666,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,PureState_6,0.32183899008664985,0.32738439216722526,0.30317672567029547,0.3070374029698539,0.3535533905932738,0.35189444935000247,0.728553390593274,0.7210387139622206,0.24906120309327373,0.21244010934327373,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,Quratest_6,0.43304228663816957,0.43186701230283275,0.4224220448320509,0.4212622350101998,0.559474938947889,0.5540301784053581,0.40164352678964094,0.39767368714287693,0.45661577812059123,0.41657671562059123,True,True,True,True,True,True,True,True,True,True
qftentangled_3_Mutant_Add_ch_P1_Q2_[].qasm,PureState_7,0.5810583861254591,0.5665046147009476,0.5193329827980491,0.5066788362093096,0.5776650429449552,0.574704296701831,0.021446609406726467,0.02379718489227319,0.10445442190672621,0.1264270781567262,True,True,True,True,True,True,True,True,True,True
