Name,Input,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF,Killed_IE,Killed_NE
ae_4_Mutant_Add_x_P3_Q3_[].qasm,PureState_0,0.011706217922502775,0.03920745140353674,0.011670990149177924,0.03852138963279615,0.0,0.01952250266883923,0.9999999999999982,0.9514120937655033,0.016751093749573648,0.018215937499573648,False,False,False,False,False,False,False,False,True,False
ae_4_Mutant_Add_x_P3_Q3_[].qasm,Quratest_0,0.015987591089276165,0.021785695487156944,0.015986325444664825,0.02178130861798426,0.0,0.012664445101806612,1.0000000000000004,0.9470845785460518,0.01203185767945765,0.00226623267945765,False,False,False,False,False,False,False,False,True,False
ae_4_Mutant_Add_x_P3_Q3_[].qasm,PureState_1,0.012861723612501333,0.04536649169301314,0.012857416901378363,0.04514622000673337,0.0,0.027521910324487194,0.9999999999999993,0.9505112253942734,0.008155679217437262,0.007179116717437262,False,False,False,False,False,False,False,False,False,False
ae_4_Mutant_Add_x_P3_Q3_[].qasm,Quratest_1,0.013166223184350899,0.0359061258043229,0.013164286673162117,0.03584527881834832,0.0,0.02044238296651661,1.0,0.9562930014404221,0.014518235396352691,0.02014973335364731,False,False,False,False,False,False,False,False,True,False
ae_4_Mutant_Add_x_P3_Q3_[].qasm,PureState_2,0.015869331329832186,0.053510034528918504,0.0158519021378233,0.05306383332898417,0.0,0.027757085679568784,1.0000000000000009,0.9505193079742956,0.002098227032562905,0.009620522967437095,False,False,False,False,False,False,False,False,False,False
ae_4_Mutant_Add_x_P3_Q3_[].qasm,Quratest_2,0.011429539481335479,0.0383558321093478,0.011428961322555265,0.03781852207807331,0.0,0.015488520335436455,1.0000000000000009,0.9476234473024796,0.019668251973603,0.0032809667763969985,False,False,False,False,False,False,False,False,True,False
ae_4_Mutant_Add_x_P3_Q3_[].qasm,PureState_3,0.01438415358266922,0.05244803532615385,0.014372077926634277,0.05202173248660887,0.0,0.027740703182616643,1.0000000000000004,0.9502656055743777,0.011085366717437123,0.013328695782562877,False,False,False,False,False,False,False,False,False,False
ae_4_Mutant_Add_x_P3_Q3_[].qasm,Quratest_3,0.014605492951405145,0.02908406431576563,0.014604415564425583,0.02903333927647596,0.0,0.012579786676834253,1.000000000000003,0.9487691993469928,0.0012328635626630835,0.008557082312663084,False,False,False,False,False,False,False,False,False,False
ae_4_Mutant_Add_x_P3_Q3_[].qasm,PureState_4,0.014266511699177118,0.03724544279877128,0.014244912606837785,0.0365056975578539,0.0,0.01927308953514748,1.0000000000000018,0.9516666031996533,0.024752812500426352,0.005709843750426352,False,False,False,False,False,False,False,False,True,False
ae_4_Mutant_Add_x_P3_Q3_[].qasm,Quratest_4,0.012267267782048372,0.031774736249049806,0.012266016311084173,0.03165132612724307,0.0,0.017284762776782633,1.0000000000000018,0.9505696834584466,0.022289992192524755,0.031567335942524755,False,False,False,False,False,False,False,False,True,False
ae_4_Mutant_Add_x_P3_Q3_[].qasm,PureState_5,0.010563296229497594,0.05321342710874447,0.010556102358727839,0.05289834933790249,0.0,0.02753827640631324,0.9999999999999984,0.9507649818958276,0.00815567921743729,0.007667397967437289,False,False,False,False,False,False,False,False,False,False
