gates,depth,singlequbit_gates,multiqubit_gates,Input,Ideal_chisquare,Noisy_chisquare,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation,Killed_IC,Killed_NC,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF,Killed_IE,Killed_NE,Input_type,Algorithm,Qubits_number,Operator,Gate,Position,Qubits,Params,Gate_type,Relative_position,Output_type
28,15,11,17,PureState_0,0,1,0.9968011397620546,0.9968735235866706,0.8322748835688992,0.8322030531048511,9.367506770274763e-17,0.0323725321823588,1.0000000000000089,0.953933451872457,0.0313596526040048,0.0176877776040048,False,False,True,True,True,True,False,True,False,True,True,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_0,0,1,0.9845291478130168,0.9834995946151618,0.8276131285470586,0.8273165520830742,3.124379493527605e-16,0.0249774407200781,1.0000000000000115,0.947702377679406,0.0024180500991073,0.0786366374008926,False,False,True,True,True,True,False,True,False,True,False,True,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_1,0,1,1.0,1.0,0.8325546111576977,0.8325546111576978,3.0655816427027643e-16,0.0283148798478822,1.0000000000000109,0.9508108156202506,0.0218618258377601,0.0223501070877601,False,False,True,True,True,True,False,True,False,True,True,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_1,0,1,0.6479750914362055,0.6441675089487122,0.555766170040104,0.5533841909099781,3.152677805504187e-16,0.0249927812580031,1.0000000000000115,0.9426529764385366,0.0103141665207804,0.0448616147292195,False,False,True,True,True,True,False,True,False,True,False,True,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_2,0,1,1.0,1.0,0.8325546111576978,0.8325546111576978,2.667137344314341e-16,0.0363891881776408,1.0000000000000109,0.9537891512409168,0.0034278346550444,0.0019432590949555,False,False,True,True,True,True,False,True,False,True,False,False,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_2,0,1,0.7884893944372532,0.7807384925597818,0.6751450135963311,0.6690140070574966,2.137301295147832e-16,0.0245141714528893,1.0000000000000102,0.9322378389322548,0.0066178940391077,0.0100358627891077,False,False,True,True,True,True,False,True,False,True,False,False,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_3,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,2.0317948712378358e-16,0.0227974761752167,1.000000000000011,0.9517105717859372,0.0136912900309059,0.067363397469094,False,False,True,True,True,True,False,True,False,True,True,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_3,0,1,0.9072937960888724,0.9069264470652664,0.7752414013023556,0.7754043533838214,3.5764780351686834e-16,0.0202263655344826,1.0000000000000124,0.9489559600870306,0.0009849377684341,0.0288002184815658,False,False,True,True,True,True,False,True,False,True,False,True,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_4,0,1,0.9993653697451972,0.9988258361951566,0.8323718852668486,0.8322455682722454,6.591949208711873e-17,0.0324788038072111,1.0000000000000109,0.953383248975078,0.0064573088540043,0.0189333161459956,False,False,True,True,True,True,False,True,False,True,False,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_4,0,1,0.6581362810866177,0.6611950122702902,0.5734161149860928,0.5764336865821879,1.5916087892087203e-16,0.0130302897212266,1.0000000000000129,0.9457918456982288,0.0143094404434052,0.0353055341934052,False,False,True,True,True,True,False,True,False,True,True,True,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_5,0,1,1.0,1.0,0.8325546111576978,0.8325546111576978,2.8926513961913263e-16,0.0362093180801672,1.0000000000000102,0.9539731640461636,0.0219825221550443,0.0214942409050443,False,False,True,True,True,True,False,True,False,True,True,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_5,0,1,0.5679461691324422,0.5693637965929407,0.4849834686892894,0.4881519966014964,2.1133980253763144e-16,0.0207947069273532,1.0000000000000098,0.9423230027500072,0.0194258379980251,0.0306563067480251,False,False,True,True,True,True,False,True,False,True,True,True,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_6,0,1,0.0083634744178555,0.1100357828909353,0.0083629519277144,0.0965931100531518,2.385668295941737e-16,0.0228210262053719,1.0000000000000102,0.9525119189686893,0.0119322303003398,0.1023255821996601,False,False,False,True,False,True,False,True,False,True,True,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_6,0,1,0.7071673642956603,0.7124748680862668,0.6014931697351177,0.6073766591757698,2.072757384567055e-16,0.0332268693357495,1.0000000000000089,0.9440125999428938,0.0149382644240333,0.0779265456740333,False,False,True,True,True,True,False,True,False,True,True,True,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_7,0,1,0.0095687422587069,0.1092219429780639,0.0095681327583693,0.0963049379560392,2.025831759289165e-16,0.0229097720927418,1.0000000000000109,0.952453346892254,0.0119322303003399,0.10281386344966,False,False,False,True,False,True,False,True,False,True,True,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_7,0,1,0.949006726475066,0.94511629441957,0.8052510924805258,0.8026893637484106,3.2749806102243577e-16,0.0240739352560948,1.000000000000009,0.935807584386032,0.0089681074602319,0.006656892539768,False,False,True,True,True,True,False,True,False,True,False,False,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_8,0,1,1.0,1.0,0.8325546111576978,0.8325546111576978,1.961050679483156e-16,0.0259510526342735,1.000000000000011,0.9518932009500356,0.0282943470161557,0.0219986217338442,False,False,True,True,True,True,False,True,False,True,True,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_8,0,1,0.7935336273486941,0.7918308220399162,0.6856807979445597,0.6845357691343548,2.6030550666898173e-16,0.016135260292411,1.0000000000000102,0.94039071991414,0.0201393885164884,0.0069557947664884,False,False,True,True,True,True,False,True,False,True,True,False,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_9,0,1,0.0134867742884565,0.1383026404746025,0.0122963712864338,0.1265415097177019,9.367506770274763e-17,0.0330419883319783,1.000000000000011,0.952584081955337,0.0170898437499998,0.0014648437499998,False,False,False,True,False,True,False,True,False,True,True,False,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_9,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,2.374673808286376e-16,0.0209099371741026,1.0000000000000102,0.9465355927032748,0.0233616402065639,0.0712132027065639,False,False,True,True,True,True,False,True,False,True,True,True,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_10,0,1,0.001982195303762,0.1253047721117266,0.0019821934071241,0.1083475918381142,1.8735013540549522e-16,0.0275814022734129,1.000000000000011,0.9546842590433456,0.0117942811865472,0.1787864686865472,False,False,False,True,False,True,False,True,False,True,True,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_10,0,1,0.8171417024750462,0.8127145064829768,0.7010202984067445,0.69753292399476,1.9367130406283762e-16,0.0230705723012162,1.0000000000000115,0.94726193077166,0.0075288282420145,0.0207914842579854,False,False,True,True,True,True,False,True,False,True,False,True,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_11,0,1,0.0131249384811814,0.1033138169685522,0.0125250661039168,0.0915101875723441,2.0304565591811735e-16,0.0227743896792168,1.0000000000000115,0.9525961796579362,0.0212708946996603,0.1418763634496603,False,False,False,True,False,True,False,True,False,True,True,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_11,0,1,0.9547283774745424,0.9480356622792444,0.8069205667648335,0.8030502488397339,2.1609504550351715e-16,0.0292926266825236,1.000000000000011,0.9266990049395496,0.0174315512189365,0.0025879800310634,False,False,True,True,True,True,False,True,False,True,True,False,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_12,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,5.551115123125788e-17,0.0312542212187453,1.000000000000011,0.9540338604594416,0.0126953125000001,0.0083007812500001,False,False,True,True,True,True,False,True,False,True,True,False,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_12,0,1,0.2147542727385364,0.2274683596093566,0.1827123682929516,0.196855932906447,2.5473160635957476e-16,0.0196602940757086,1.0000000000000102,0.9375895853981095,0.0011039310245457,0.0875297122745457,False,False,True,True,True,True,False,True,False,True,False,True,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_13,0,1,1.0,1.0,0.8325546111576977,0.8325546111576978,1.665334536937735e-16,0.0284728515990691,1.000000000000011,0.9537051356407048,0.0218971250634526,0.1475364686865473,False,False,True,True,True,True,False,True,False,True,True,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_13,0,1,0.8511039323568957,0.8479769773293487,0.73197953025985,0.7296216827583,2.5457998746201624e-16,0.0205376504950733,1.0000000000000115,0.9419749946793,0.0019387282388346,0.0249167405111653,False,False,True,True,True,True,False,True,False,True,False,True,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_14,0,1,0.0056436500106576,0.1204749815471443,0.0056435315949351,0.1056067636148169,1.4723465502353155e-16,0.0216787460006476,1.000000000000011,0.9529086194710292,0.0195312499999999,0.0087890624999999,False,False,False,True,False,True,False,True,False,True,True,False,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_14,0,1,0.4614852006488387,0.4629515076423486,0.3930078147522643,0.3957864869879113,1.3459155570748142e-16,0.0178003725097345,1.000000000000012,0.9448699225013396,0.0235980966149201,0.0047222158850798,False,False,True,True,True,True,False,True,False,True,True,False,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_15,0,1,0.0146129867123951,0.1200020384092087,0.0146021630573144,0.1087641831989568,2.410723530521519e-16,0.0279534879935885,1.0000000000000115,0.9522981279080446,0.0090730456453784,0.1042082043546215,False,False,False,True,False,True,False,True,False,True,False,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_15,0,1,0.849855692626625,0.8468275021844621,0.7351251355592693,0.7325090659630458,2.516263831613502e-16,0.0237703141053237,1.000000000000012,0.9461590486622062,0.0015081082874744,0.0443903292125255,False,False,True,True,True,True,False,True,False,True,False,True,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_16,0,1,0.015804704000685,0.1095583842810763,0.0157957961045047,0.0963474994636713,3.0214004041739795e-16,0.0244280526819459,1.0000000000000115,0.9515636416713305,0.0112978072983877,0.0381532760483877,False,False,False,True,False,True,False,True,False,True,False,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_16,0,1,0.6542329203493903,0.6521524606237642,0.5698905775447332,0.568198939966104,2.8814027986517887e-16,0.0205138444432523,1.000000000000012,0.9442009064375424,0.0175003724195141,0.0332808775804858,False,False,True,True,True,True,False,True,False,True,True,True,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_17,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,9.593809456878535e-32,0.0432352389996356,1.000000000000011,0.9567647765966026,4.440892098500626e-16,0.2363281249999995,False,False,True,True,True,True,False,True,False,True,False,True,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_17,0,1,0.7228347787765117,0.7235078906088565,0.618318078844478,0.6203809980699596,2.981240454562285e-16,0.0292601320917555,1.0000000000000129,0.9448762665204892,0.0065282048605791,0.0100733576394208,False,False,True,True,True,True,False,True,False,True,False,False,Quratest,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_18,0,1,1.0,1.0,0.8325546111576978,0.8325546111576978,1.7358076781492926e-16,0.028295022429727,1.000000000000011,0.9508235110602532,0.0132944241622399,0.0005991116622399,False,False,True,True,True,True,False,True,False,True,True,False,PureState,qpeexact,6,Add,ch,7,0,,Multi_qubit,pre_middle,Dominant
