gates,depth,singlequbit_gates,multiqubit_gates,Input,Ideal_chisquare,Noisy_chisquare,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation,Killed_IC,Killed_NC,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF,Killed_IE,Killed_NE,Input_type,Algorithm,Qubits_number,Operator,Gate,Position,Qubits,Params,Gate_type,Relative_position,Output_type
28,15,11,17,PureState_0,0,1,0.9977358001238806,0.9975879881182212,0.8322956122950824,0.8321578208852922,0.4999999999999998,0.5121327990683056,0.2500000000000053,0.2354249070238753,0.0328244963540048,0.0018434723959952,False,False,True,True,True,True,True,True,True,True,True,False,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_0,0,1,0.9827051103558956,0.9817304515577336,0.8273519361128461,0.8268148224119932,0.629479798005895,0.6246859597942072,0.1552203535218137,0.1465657096443034,0.6489491374008927,0.5576405436508927,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_1,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,0.6035533905932737,0.6062012098449948,0.2500000000000063,0.2325220240755855,0.0499155179122398,0.0289194241622398,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_1,0,1,0.70121168842951,0.6915055627642087,0.617410164063411,0.6075279159579805,0.6141510875330403,0.6031451573889062,0.2589589254413126,0.236658968946543,0.2572639584792195,0.2494514584792195,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_2,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,0.6035533905932736,0.6041869165521161,0.2500000000000063,0.2342981910492354,0.0551659153449555,0.0331932590949555,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_2,0,1,0.7993664136413199,0.7863690451872883,0.6921866091746154,0.6799365562422929,0.4723926230116306,0.457220332611033,0.046800309575025,0.0467578617571591,0.1266828872108922,0.0861555434608922,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_3,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,0.4999999999999999,0.5122984349575086,0.2500000000000063,0.2350217011146685,0.351054803719094,0.331523553719094,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_3,0,1,0.9987065719290028,0.9810888261290384,0.8318580326926901,0.8193927978172763,0.998797129066282,0.9892496250819292,1.4468984836030567e-06,0.0043591755656799,0.2519447497315659,0.2158119372315659,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_4,0,1,0.9995335222465982,0.999170372977208,0.832390292406386,0.8322514230620693,0.4999999999999999,0.5121327990670426,0.2500000000000056,0.2356223082537394,0.0303830901040043,0.0108518401040043,False,False,True,True,True,True,True,True,True,True,True,False,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_4,0,1,0.7734872959798608,0.7652762339532196,0.6823585939726058,0.6743244302852653,0.6186840244064067,0.61376257573538,0.4384839855570015,0.4085887731958345,0.0221219404434052,0.0104031904434052,False,False,True,True,True,True,True,True,True,True,True,False,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_5,0,1,1.0,1.0,0.8325546111576978,0.8325546111576977,0.6035533905932737,0.6041869097914279,0.2500000000000064,0.2343519848318642,0.0561424778449556,0.0268456028449556,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_5,0,1,0.689918826256047,0.6787770857778784,0.6199897223394105,0.6093441524863934,0.6622219012710271,0.6500188518922403,0.2226185313769013,0.2064896490875128,0.0409102129980251,0.0179609942480251,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_6,0,1,0.5923635222625365,0.5953784457204977,0.5204922746141529,0.5224954797977639,0.6035533905932736,0.6038005625834393,0.2500000000000062,0.2347090195069426,0.4949037071996601,0.5158998009496601,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_6,0,1,0.8273638216912602,0.8232214005028461,0.7263982124269946,0.7235461468933545,0.7296776564724493,0.7133323593957694,0.0658076075323245,0.0662366770864273,0.2590788894240333,0.2707976394240333,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_7,0,1,0.5851595579801014,0.5899764692774555,0.5138512196523329,0.5185999392329349,0.6035533905932735,0.6037621786471123,0.250000000000006,0.2346697774188112,0.49490370719966,0.51443495719966,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_7,0,1,0.94611093225611,0.9416534421856402,0.8027194483576524,0.7999668622905921,0.3645506709222291,0.3585815313039013,0.2768086525064431,0.2588470300363847,0.1360514237897681,0.104801423789768,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_8,0,1,1.0,1.0,0.8325546111576978,0.8325546111576977,0.6035533905932735,0.6053234990767844,0.2500000000000066,0.2335812908716992,0.1206314342338442,0.1396744029838442,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_8,0,1,0.8128038533652646,0.8029416036898458,0.6999170228510254,0.6920426014287815,0.1966413411836297,0.2004268496654158,0.850252133069299,0.7643230058593938,0.0748268885164884,0.0211159510164884,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_9,0,1,0.5420297539243042,0.5711783568228217,0.465263302734117,0.492175266382948,0.4999999999999998,0.5117164773281692,0.2500000000000066,0.2353086706683038,0.0385742187500001,0.0102539062500001,False,False,True,True,True,True,True,True,True,True,True,False,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_9,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,0.1294710502477197,0.1210424324059913,0.8775452852779709,0.7926802922035338,0.0502171089565639,0.1249241402065639,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_10,0,1,0.7029810015302128,0.7233506327350098,0.6129552084966766,0.6317290420875165,0.7499999999999998,0.7555208829151254,0.2500000000000062,0.2358974859138877,0.7090599061865472,0.7232200624365472,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_10,0,1,0.9283308902658644,0.9200570153829084,0.7847356802011644,0.7783297682749305,0.8797090585302298,0.8728891768865331,0.0036051418239095,0.0070027906433469,0.1594633592579854,0.1345610155079854,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_11,0,1,0.5923586918103556,0.5934400220471281,0.5200155456396305,0.5206572825490823,0.6035533905932737,0.603800540696295,0.2500000000000065,0.2347098778550312,0.5085755821996604,0.4934388634496603,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_11,0,1,0.9555267633863304,0.9488380211078284,0.8087619126848886,0.8041781748758051,0.3546093733639845,0.3382635599848845,0.2073727085539985,0.1956841295692645,0.2913573324689366,0.1653807699689365,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_12,0,1,1.0,1.0,0.8325546111576977,0.8325546111576978,0.7499999999999997,0.7629881345886026,0.2500000000000064,0.2345573436925478,0.0673828124999998,0.0400390624999998,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_12,0,1,0.4649671148003472,0.4373460550636068,0.4337410860054313,0.4102727002285445,0.4955927563408275,0.4815400673220386,0.1494768191575963,0.1423458529423054,0.7530570560245458,0.6334281497745458,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_13,0,1,1.0,1.0,0.8325546111576978,0.8325546111576978,0.7499999999999999,0.7580796299758051,0.2500000000000064,0.233448582628467,0.7119895936865474,0.6963645936865474,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_13,0,1,0.8584213177063289,0.8590916169521566,0.7360646028792902,0.7362829197884494,0.5972738534974806,0.5916853609890528,0.1507706471762439,0.142124046949988,0.1352683030111653,0.1494284592611653,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_14,0,1,0.5385963964142412,0.56854307733905,0.4621917928967511,0.4899607700956471,0.4999999999999998,0.5119684558651538,0.2500000000000061,0.2353740613604224,0.1083984374999999,0.0639648437499999,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_14,0,1,0.5513715496309565,0.5542612788749441,0.4897970538548709,0.4901677630531667,0.3844321535179001,0.3829140162408547,0.4540564391649642,0.4118846872023758,0.0699848153649202,0.0284809091149201,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_15,0,1,0.5879273213573064,0.5919709061488465,0.5166555407431004,0.5202577460305153,0.6035533905932736,0.6037626594337255,0.2500000000000061,0.2346102589491457,0.5280363293546215,0.5104582043546215,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_15,0,1,0.9975500579018408,0.9706570798094524,0.8313088801439663,0.8118756386471121,0.9986952663758938,0.9870748923657569,1.691542848707617e-06,0.0054611901788798,0.2606989229625256,0.2314020479625256,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,PureState_16,0,1,0.5899559245533604,0.5950242359933312,0.5182130576295215,0.522658593802087,0.6035533905932737,0.604797835515885,0.2500000000000064,0.2344605415535453,0.1035829635483877,0.1192079635483877,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
28,15,11,17,Quratest_16,0,1,0.6651814761878576,0.6685632517620061,0.5809622871541775,0.5840720500746142,0.2338091588617952,0.2415888364867905,0.826802288788766,0.7549585768758919,0.0327925963304858,0.0440230650804858,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
