gates,depth,singlequbit_gates,multiqubit_gates,Input,Ideal_chisquare,Noisy_chisquare,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation,Killed_IC,Killed_NC,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF,Killed_IE,Killed_NE,Input_type,Algorithm,Qubits_number,Operator,Gate,Position,Qubits,Params,Gate_type,Relative_position,Output_type
42,30,21,21,PureState_4,0,1,0.02490099909158,0.0818976910301942,0.0248874140798263,0.0793343877127833,9.281109409654821e-17,0.0251421278072688,1.000000000000009,0.9286167539962294,0.0020158913809774,0.0009137961190225,False,False,False,True,False,True,False,True,False,True,False,False,PureState,ae,6,Add,h,0,0,,Single_qubit,beginning,Dominant
13,9,4,9,Quratest_12,0,1,0.0124452101309455,0.0226126752032395,0.012444117053391,0.022601007700113,0.0,0.0069007062870962,1.0000000000000018,0.9744702527292816,0.0119829029179359,0.000224128332064,False,False,False,False,False,False,False,True,False,True,True,False,Quratest,qft,4,Add,y,0,3,,Single_qubit,beginning,Diverse
25,13,6,19,Quratest_14,0,1,0.0334873150085452,0.069464296966156,0.0321880052653762,0.0691151468538782,0.0,0.0382053193274886,1.0000000000000098,0.9230899382180526,0.0351159322083602,0.0170495259583602,False,False,False,True,False,True,False,True,False,True,True,True,Quratest,qft,6,Add,y,3,5,,Single_qubit,beginning,Diverse
14,8,9,5,PureState_0,0,1,0.5564169812658232,0.5312667641544555,0.5329640460296126,0.5115314392102548,0.6236859214969135,0.6134652629312358,0.0019948649073811,0.0121736145474632,0.7382170110392802,0.7240568547892802,False,False,True,True,True,True,True,True,True,True,True,True,PureState,vqe,3,Replace,rxx,3,1,1.5707963267948966,Multi_qubit,pre_middle,Dominant
8,6,5,3,PureState_0,0,1,0.0033794226885461,0.0090803894559517,0.0033794178843049,0.0090798523557484,0.0,0.0033859045166777,0.9999999999999992,0.9879383610739224,0.0158984374999999,0.0115039062499999,False,False,False,False,False,False,False,True,False,True,True,False,PureState,ae,2,Add,id,0,0,,Single_qubit,beginning,Dominant
19,9,12,7,PureState_12,0,1,0.0119087525619729,0.1352131362367616,0.0118883559809188,0.11557845298165,0.0,0.0361344800607827,0.9999999999999992,0.958911108310795,0.0184073717266789,0.0096183092266789,False,False,False,True,False,True,False,True,False,True,True,False,PureState,vqe,4,Add,t,3,3,,Single_qubit,beginning,Dominant
25,13,6,19,Quratest_24,0,1,0.0311195599024865,0.0579862076003425,0.0310359112087509,0.0578130166473406,2.1597307275911246e-16,0.0134248297842211,0.0207395519537289,0.0271682857609474,0.0205155111987735,0.0166092611987735,False,False,False,True,False,True,False,True,True,True,True,True,Quratest,qft,6,Add,t,23,2,,Single_qubit,end,Diverse
42,30,21,21,Quratest_27,0,1,0.124362819473492,0.1296042070241678,0.1238273549052978,0.1285658202167208,0.1283042847151796,0.1269597561214832,0.8535672538854556,0.7855931497881292,0.0440945395162225,0.0577664145162225,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,ae,6,Add,rx,13,5,0.7853981633974483,Single_qubit,pre_middle,Dominant
10,7,5,5,Quratest_2,0,1,0.1464085101712278,0.1486208989268989,0.1450682123059876,0.1471687197035555,0.1086084877318475,0.1151268077191055,0.7772216861425782,0.7571868177516757,0.0068466813091121,0.0131728499408878,False,False,True,True,True,True,True,True,True,True,False,True,Quratest,wstate,3,Add,s,0,0,,Single_qubit,beginning,Diverse
29,11,18,11,PureState_5,0,1,0.5413298986105963,0.5742227137023367,0.4646363162854251,0.4945935392394177,0.5000413561588948,0.5176885382840334,0.4999939005105713,0.4752365017561917,0.2142987084563196,0.2987713647063196,False,False,True,True,True,True,True,True,True,True,True,True,PureState,vqe,6,Remove,ry,15,4,,Single_qubit,middle,Dominant
32,24,17,15,PureState_2,0,1,0.3421491159534578,0.3303992386104894,0.334410537751827,0.3232587862218792,0.3871278634817491,0.3871061990691733,0.5000000000000039,0.4702642540783595,0.2614957571688236,0.2771207571688236,False,False,True,True,True,True,True,True,True,True,True,True,PureState,ae,5,Replace,x,2,2,,Single_qubit,beginning,Dominant
18,11,9,9,PureState_12,0,1,0.0107294755249897,0.2197344645533571,0.0107292363784041,0.1839298978622645,0.0,0.0199711315424923,1.0000000000000049,0.966790087787166,2.220446049250313e-16,0.1772460937500002,False,False,False,True,False,True,False,True,False,True,False,True,PureState,wstate,5,Add,s,0,0,,Single_qubit,beginning,Diverse
25,13,6,19,Quratest_17,0,1,0.0351130392369267,0.0857598800716746,0.0321172882214786,0.0838705116009247,0.0,0.0232413683407865,1.0000000000000109,0.924187352358564,0.0112994275204844,0.0171588025204844,False,False,False,True,False,True,False,True,False,True,False,True,Quratest,qft,6,Add,cz,13,2,,Multi_qubit,middle,Diverse
23,13,6,17,PureState_12,0,1,0.3051882273659915,0.2824071267613656,0.2903756873180115,0.2704667786920304,0.2287508723580217,0.2304576622115511,0.6250000000000044,0.5941128611900124,0.0136907764645301,0.0092962452145301,False,False,True,True,True,True,True,True,True,True,True,False,PureState,qftentangled,5,Remove,cp,9,3,,Multi_qubit,middle,Diverse
23,18,13,10,PureState_9,0,1,0.0126986294119243,0.032257722063859,0.0126960747816676,0.0322111634090475,0.0,0.0173061134778909,0.9999999999999996,0.9501973109600922,0.027368369464563,0.021020713214563,False,False,False,False,False,False,False,True,False,True,True,True,PureState,ae,4,Add,cx,17,0,,Multi_qubit,end,Dominant
32,24,17,15,Quratest_15,0,1,0.3275233093514765,0.3352855381684508,0.3148149957332791,0.322829683895504,0.3587167980858603,0.3629029293015627,0.500000000000004,0.4678133509464104,0.0458189582875896,0.0531431770375896,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,ae,5,Replace,x,2,2,,Single_qubit,beginning,Dominant
18,11,5,13,Quratest_14,0,1,0.0229594041445969,0.0821147345373685,0.022201149268138,0.0799551853052265,0.0,0.0207833120266345,1.0000000000000062,0.9658471808309036,0.0277000700181851,0.0421241487318148,False,False,False,True,False,True,False,True,False,True,True,True,Quratest,qft,5,Add,id,0,4,,Single_qubit,beginning,Diverse
18,11,5,13,PureState_8,0,1,0.0156573354379531,0.0198931606578437,0.0156565276899374,0.0198917450903596,0.0,0.0017931789176,1.0000000000000062,0.963771191498918,0.0063476562499999,0.0043945312499999,False,False,False,False,False,False,False,True,False,True,False,False,PureState,qft,5,Add,cz,13,1,,Multi_qubit,end,Diverse
22,13,11,11,Quratest_11,0,1,0.1936404566889003,0.1857660865333368,0.1852399089374344,0.1800852110029044,0.1324407140023232,0.1047742860006789,0.704375987376885,0.658720057461249,0.0008225325153359,0.1770920637653359,False,False,True,True,True,True,True,True,True,True,False,True,Quratest,wstate,6,Remove,ry,7,4,,Single_qubit,pre_middle,Diverse
