gates,depth,singlequbit_gates,multiqubit_gates,Input,Ideal_chisquare,Noisy_chisquare,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation,Killed_IC,Killed_NC,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF,Killed_IE,Killed_NE,Input_type,Algorithm,Qubits_number,Operator,Gate,Position,Qubits,Params,Gate_type,Relative_position,Output_type
28,15,11,17,PureState_0,0,1,0.9972512266763452,0.9972270070943344,0.8322839786378674,0.8321863214874407,0.3166393084384103,0.3285222814343608,0.6538053121734663,0.6280592112381563,0.1527223786459952,0.1195192536459952,False,False,True,True,True,True,True,True,True,False,True,True,PureState,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_0,0,1,0.9865877426149212,0.9857000053472016,0.8282079863919692,0.8278891126298015,0.5167775316152118,0.5177714121881984,0.0006824063570785,0.0042113186966621,0.2295155436508926,0.2461171061508926,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_1,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,0.8774639786712042,0.8730263101735782,0.0253878756577291,0.0273235190170019,0.0103647366622398,0.0005991116622398,False,False,True,True,True,True,True,True,True,True,False,False,PureState,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_1,0,1,0.6743377165360068,0.6760002463015247,0.5903435539650641,0.5912715699569597,0.595841081331631,0.5890672547325532,0.0628438194510079,0.0625688030329301,0.0888069272292195,0.1117561459792195,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_2,0,1,1.0,1.0,0.8325546111576978,0.8325546111576978,0.9446839958978964,0.9391674301851252,0.0253878756577291,0.0275525626909836,0.6176659153449555,0.4672752903449555,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_2,0,1,0.7810402729541748,0.7772883642265234,0.6767015229491143,0.6730411451060936,0.4771471437582266,0.4710390621025085,0.2351135731515621,0.22336643043477,0.0314680434608922,0.0514875747108922,False,False,True,True,True,True,True,True,True,False,True,True,Quratest,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_3,0,1,1.0,1.0,0.8325546111576978,0.8325546111576977,0.8324735087333004,0.8326226679331541,0.096194687826546,0.0942418720173653,0.201152459969094,0.233867303719094,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_3,0,1,0.9410501222579356,0.9396118743293416,0.7915824578981251,0.7905883405346137,0.6447310295546544,0.6433123007826154,0.0105399743674949,0.0137171489293098,0.1328041247315659,0.1279213122315659,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_4,0,1,0.9992648828785736,0.9990723366818716,0.8323630824808489,0.8322647629340832,0.8606366016112323,0.8595270550676186,0.0961946878265459,0.0943437756916507,0.1414919098959956,0.1253786286459956,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_4,0,1,0.7173792846470556,0.7133150998973441,0.6298453545862427,0.6261965217828411,0.3665768940197934,0.3587989707402649,0.4886701755518062,0.4652720182808939,0.0899930341934052,0.0636258466934052,False,False,True,True,True,True,True,True,True,False,True,True,Quratest,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_5,0,1,1.0,1.0,0.8325546111576977,0.8325546111576978,0.8162914987222802,0.8054678947402557,0.121058733749004,0.1249969060658823,0.1010643528449556,0.0746971653449556,False,False,True,True,True,True,True,True,True,False,True,True,PureState,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_5,0,1,0.6107162309097889,0.612542037351286,0.546669601630598,0.5474843568684787,0.571106909684876,0.5655863454154831,0.0274397475307444,0.0311304222892635,0.0282149004980251,0.0213789629980251,False,False,True,True,True,True,True,True,True,True,True,False,Quratest,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_6,0,1,0.8269855552067716,0.8171577972615744,0.7216492368733587,0.7136756113917389,0.862623956477429,0.8595492952892589,0.0214466094067283,0.0234168360304371,0.5368958946996601,0.5412904259496601,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_6,0,1,0.7943192355682795,0.7891407006909771,0.6814609628314205,0.6781039926727496,0.683842397603263,0.6798537645355732,0.0169123895946854,0.0196570830994677,0.3318327956740333,0.3166960769240333,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_7,0,1,0.8288196031166307,0.8140941577293971,0.7231202816710006,0.7116738220853083,0.862623956477429,0.8596733200940163,0.0214466094067283,0.0234128837626419,1.01785292594966,0.92166151969966,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_7,0,1,0.9408391560608528,0.9379947511660988,0.8011602393816167,0.799546560497418,0.3763122318110791,0.3746466664501605,0.4325797296779876,0.4086708726867942,0.1520345137102319,0.1271321699602319,False,False,True,True,True,True,True,True,True,False,True,True,Quratest,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_8,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,0.8335101664556508,0.8320414864775002,0.0253878756577292,0.0274979156535012,0.2719986217338442,0.2495376842338442,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_8,0,1,0.8022543903309545,0.7999257702340284,0.6960540209700805,0.693949884618132,0.4397533185624005,0.4315317405101982,0.0800165357615467,0.0788959245490823,0.2064231114835115,0.1541770177335115,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_9,0,1,0.3123982796692169,0.3425561210691987,0.2726328647517512,0.3032374686800744,0.2406473063630897,0.2579156900688719,0.7285533905932843,0.697427794391224,0.0507812500000001,0.0595703125000001,False,False,True,True,True,True,True,True,True,False,True,True,PureState,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_9,0,1,1.0,1.0,0.8325546111576978,0.8325546111576977,0.1723587126434096,0.1668469550498978,0.742490397624556,0.7067762131440131,0.1317600777065639,0.1688694527065639,False,False,True,True,True,True,True,True,True,False,True,True,Quratest,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_10,0,1,0.2842107175542621,0.3122049751634686,0.2428394393602795,0.2703414666471755,0.2133883476483182,0.2294955007221171,0.7285533905932845,0.6993097038409164,0.2510520936865472,0.3657981874365472,False,False,True,True,True,True,True,True,True,False,True,True,PureState,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_10,0,1,0.8558846682077472,0.8570041511770979,0.7267277268192378,0.7278412757991197,0.7469883014016305,0.7415065471738498,0.0163307994861087,0.0191753591303072,0.0207124219920145,0.0017485155079854,False,False,True,True,True,True,True,True,True,True,True,False,Quratest,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,PureState_11,0,1,0.4743716487642609,0.4556088758095165,0.4419413279804918,0.4218045774067562,0.5381302415326736,0.5322384594403058,0.1250000000000046,0.1288211377073741,0.8440248009496604,0.7717591759496604,False,False,True,True,True,True,True,True,True,False,True,True,PureState,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
28,15,11,17,Quratest_11,0,1,0.9479963193273244,0.9452337430242176,0.8047374997941565,0.8033967749944898,0.4432760437230694,0.4341074665739773,0.428771097643031,0.4003175456294947,0.0652831137189365,0.0184081137189365,False,False,True,True,True,True,True,True,True,False,True,False,Quratest,qpeexact,6,Replace,ch,7,0,,Multi_qubit,pre_middle,Dominant
