gates,depth,singlequbit_gates,multiqubit_gates,Input,Ideal_chisquare,Noisy_chisquare,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation,Killed_IC,Killed_NC,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF,Killed_IE,Killed_NE,Input_type,Algorithm,Qubits_number,Operator,Gate,Position,Qubits,Params,Gate_type,Relative_position,Output_type
23,13,6,17,PureState_12,0,1,0.316615309287089,0.3192722623316683,0.2969144417179932,0.3003272932505133,0.3172865746127768,0.3173122871217295,0.5000000000000037,0.4675893527422275,0.0068548389645301,0.0132024952145301,False,False,True,False,True,False,True,True,True,False,False,False,PureState,qftentangled,5,Replace,x,0,4,,Single_qubit,beginning,Diverse
23,18,13,10,PureState_9,0,1,0.0136254379045211,0.0428512055293248,0.0136230376769449,0.0427542907809344,1.0495077029659683e-16,0.0125893169100329,0.9999999999999996,0.9677543873456516,0.027368369464563,0.025903525714563,False,False,False,False,False,False,False,False,False,False,True,False,PureState,ae,4,Add,rx,15,2,6.283185307179586,Single_qubit,post_middle,Dominant
32,24,17,15,Quratest_15,0,1,0.3336367924224275,0.3190519934104336,0.3264190049537682,0.3135725535822692,0.3717493791614563,0.3702074685870185,0.5180898884161332,0.5084410352287791,0.0331236457875896,0.0345884895375896,False,False,True,False,True,True,True,True,True,False,True,False,Quratest,ae,5,Remove,cp,25,1,,Multi_qubit,end,Dominant
18,11,5,13,Quratest_14,0,1,0.0192391462835244,0.0639862256714216,0.0183545333884648,0.0628703903889789,0.0,0.0175981727986153,1.0000000000000062,0.9505987995962748,0.0277000700181851,0.0357764924818148,False,False,False,False,False,False,False,False,False,False,True,False,Quratest,qft,5,Add,z,0,4,,Single_qubit,beginning,Diverse
18,11,5,13,PureState_8,0,1,0.0193646300358189,0.0187094286225229,0.0193626618134358,0.0187076436445672,0.0,0.0014538179596352,1.0000000000000062,0.9520665014560188,0.0063476562499999,0.0126953124999999,False,False,False,False,False,False,False,False,False,False,False,False,PureState,qft,5,Add,y,0,4,,Single_qubit,beginning,Diverse
22,13,11,11,Quratest_11,0,1,0.1949452524994644,0.2252583438806096,0.1849772091079247,0.2146020860580682,0.1324407140023232,0.1186507759371727,0.704375987376885,0.6637086619267409,0.0008225325153359,0.2312912825153359,False,False,True,False,True,False,True,True,True,False,False,True,Quratest,wstate,6,Remove,ry,7,4,,Single_qubit,pre_middle,Diverse
25,13,6,19,PureState_8,0,1,0.0278129157509688,0.0296751633401336,0.0278087039637014,0.0296687206676793,2.949029909160572e-17,0.0022740984189295,1.0000000000000124,0.9207679549746224,0.0185546875,0.0034179687499999,False,False,False,False,False,False,False,False,False,False,True,False,PureState,qft,6,Add,h,9,2,,Single_qubit,middle,Diverse
18,11,5,13,Quratest_10,0,1,0.2849881459554176,0.2765029048930045,0.2789536698855246,0.2715384891581446,0.320175877087943,0.3154262296483711,0.6141493958065869,0.5834159754690955,0.0445785660584701,0.0533676285584701,False,False,True,False,True,False,True,True,True,False,True,True,Quratest,qft,5,Replace,z,0,4,,Single_qubit,beginning,Diverse
42,30,21,21,PureState_1,0,1,0.0292538667424084,0.0623818368969785,0.0292229490659989,0.0612782790626213,1.1216749100720347e-16,0.0112688493974889,1.000000000000011,0.948003390676613,0.0112261469594452,0.0009722407094452,False,False,False,False,False,False,False,False,False,False,False,False,PureState,ae,6,Add,cp,14,2,6.283185307179586,Multi_qubit,pre_middle,Dominant
31,15,7,24,Quratest_24,0,1,0.0296388141152839,0.0957079632445284,0.0285646843585789,0.0916261184427629,2.2112303307841863e-16,0.0369273985003353,1.0000000000000098,0.8750636769851087,0.0003295205485821,0.0154662392985821,False,False,False,False,False,False,False,False,False,False,False,False,Quratest,qftentangled,6,Add,ch,27,0,,Multi_qubit,end,Diverse
18,11,5,13,PureState_14,0,1,0.0202113978684036,0.0248893507360152,0.0202099077814763,0.0248866509277676,1.5612511283791264e-17,0.0014538179596355,1.0000000000000058,0.9524150828762776,0.00634765625,0.0126953125,False,False,False,False,False,False,False,False,False,False,False,False,PureState,qft,5,Add,p,15,0,6.283185307179586,Single_qubit,end,Diverse
42,30,21,21,Quratest_27,0,1,0.3038698082267159,0.2729293163476474,0.291503252126147,0.2659665905812539,0.3001812610563882,0.2938295521480881,0.5981360068612686,0.5675506463486018,0.0216336020162225,0.0348171957662225,False,False,True,False,True,False,True,True,True,False,True,False,Quratest,ae,6,Remove,u2,4,4,,Single_qubit,beginning,Dominant
31,15,7,24,Quratest_26,0,1,0.2578385661679315,0.2450123954502907,0.2512250331855155,0.2391753005301765,0.2050475599797269,0.2158032120596186,0.5589404041281548,0.5017151047089736,0.008079827350332,0.009544671100332,False,False,True,False,True,False,True,True,True,False,False,False,Quratest,qftentangled,6,Remove,cp,7,5,,Multi_qubit,pre_middle,Diverse
23,18,13,10,Quratest_4,0,1,0.0141095881790864,0.0504599613154673,0.0141082010870612,0.0500047796622698,0.0,0.0118318011427511,1.000000000000001,0.9672079488913392,0.0222899921925247,0.0374267109425247,False,False,False,False,False,False,False,False,False,False,True,False,Quratest,ae,4,Add,cx,17,0,,Multi_qubit,end,Dominant
28,15,11,17,Quratest_17,0,1,0.7243059723676462,0.7230151655493829,0.6198708201151386,0.6202797198030613,0.0,0.0304471064122461,1.000000000000013,0.933644446074562,0.0065282048605791,0.0105616388894208,False,False,True,True,True,True,False,False,False,False,False,False,Quratest,qpeexact,6,Add,y,25,4,,Single_qubit,end,Dominant
22,14,9,13,PureState_9,0,1,0.5878464715043722,0.5871807773655285,0.5164356454500416,0.5161183725078156,0.6035533905932737,0.6050587786123849,0.2500000000000028,0.2384883563098684,0.0624999999999999,0.0239257812499999,False,False,True,True,True,True,True,True,True,True,True,False,PureState,qpeexact,5,Replace,cx,14,2,,Multi_qubit,post_middle,Dominant
32,24,17,15,Quratest_11,0,1,0.0185148673572354,0.0539044874493459,0.0184984299691666,0.0533401300873678,1.9309640691966832e-16,0.0140995187258806,1.0000000000000044,0.9607237953359702,0.0230505266526804,0.0088903704026804,False,False,False,False,False,False,False,False,False,False,True,False,Quratest,ae,5,Add,h,2,2,,Single_qubit,beginning,Dominant
23,13,6,17,Quratest_3,0,1,0.7198529362945177,0.6767778757792636,0.6514196554891851,0.621000274862993,0.7832517077865373,0.7640349275673197,3.977867751308158e-16,0.005069687011956,0.1181611578694885,0.0454072516194885,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,qftentangled,5,Add,y,0,4,,Single_qubit,beginning,Diverse
29,11,18,11,PureState_28,0,1,0.0132685484109055,0.207709266084934,0.0132433191062539,0.1743235256002343,2.077051717658572e-16,0.0243507151804554,1.0000000000000129,0.9656547439279454,0.0119417689330999,0.0153597376830999,False,False,False,False,False,False,False,False,False,False,True,False,PureState,vqe,6,Add,ch,7,3,,Multi_qubit,pre_middle,Dominant
31,15,7,24,PureState_28,0,1,0.0283190060841968,0.1299358495264926,0.0280264357261574,0.1231062978956086,2.0370125941929216e-16,0.0474121587766404,1.0000000000000124,0.8635304895973135,0.0021081687822346,0.0006433250322346,False,False,False,False,False,False,False,False,False,False,False,False,PureState,qftentangled,6,Add,ch,2,4,,Multi_qubit,beginning,Diverse
28,15,11,17,PureState_14,0,1,0.0069607534864813,0.1664475152839603,0.0069579745517151,0.1423284785291784,0.0,0.0306551492513536,1.000000000000011,0.9448282112660954,0.0195312499999999,0.0039062499999999,False,False,False,False,False,False,False,False,False,False,True,False,PureState,qpeexact,6,Add,rx,14,1,0.0,Single_qubit,middle,Dominant
29,11,18,11,PureState_17,0,1,0.1204375374192219,0.3042796283650069,0.1004316580970319,0.2559054974981545,0.0285288854661603,0.0573813283797264,0.9714582465282584,0.94260633342251,0.0551755954535999,0.3012693454535999,False,False,True,False,True,False,True,False,True,False,True,True,PureState,vqe,6,Add,t,22,0,,Single_qubit,end,Dominant
18,11,9,9,PureState_14,0,1,0.7078055258350854,0.6921941515118167,0.6174140530404506,0.6181304867385209,0.75,0.7453754933568584,0.2500000000000032,0.2448843441457059,2.220446049250313e-16,0.1401367187500002,False,False,True,True,True,True,True,True,True,False,False,True,PureState,wstate,5,Add,t,8,2,,Single_qubit,middle,Diverse
29,11,18,11,PureState_16,0,1,0.0047123193805356,0.2229355819455382,0.0047118349278362,0.1868408231230265,0.0,0.0297399163684746,1.000000000000011,0.967369879301116,0.0132263613199129,0.005816607430087,False,False,False,False,False,False,False,False,False,False,True,False,PureState,vqe,6,Add,cp,17,4,6.283185307179586,Multi_qubit,post_middle,Dominant
31,15,7,24,PureState_9,0,1,0.4348330959659732,0.3859613699775749,0.402783741189441,0.3654104733485364,0.4077150703057808,0.389934237313899,0.2500000000000066,0.2264324124661498,0.0134466265055834,0.0173528765055835,False,False,True,True,True,True,True,True,True,True,True,False,PureState,qftentangled,6,Remove,cx,4,2,,Multi_qubit,beginning,Diverse
42,30,21,21,Quratest_27,0,1,0.0274566908381107,0.0790653840303226,0.0268842694970754,0.077005663337048,3.267107721513507e-16,0.0175417895270268,1.0000000000000129,0.945660959716076,0.0050320395162225,0.0353054770162225,False,False,False,False,False,False,False,False,False,False,False,False,Quratest,ae,6,Add,ch,36,0,,Multi_qubit,end,Dominant
25,13,6,19,PureState_1,0,1,0.5414327101331347,0.4057809546702453,0.4647867746215426,0.3891920105558332,0.4999999999999999,0.4839080798147632,0.5000000000000094,0.4639536359052033,0.00634765625,0.0078125,False,False,True,True,True,True,True,True,True,False,False,False,PureState,qft,6,Replace,ry,2,4,3.141592653589793,Single_qubit,beginning,Diverse
42,30,21,21,Quratest_15,0,1,0.0267322415958785,0.0950298556480623,0.0267070063145329,0.0941614465066122,2.1567491716167894e-16,0.0244184769103935,1.0000000000000109,0.9384411530670972,0.0244363413068786,0.0561300649431213,False,False,False,False,False,False,False,False,False,False,True,True,Quratest,ae,6,Add,ch,32,1,,Multi_qubit,post_middle,Dominant
23,18,13,10,Quratest_0,0,1,0.0144542950710288,0.0262107090367152,0.0144535005201572,0.0261833514716488,0.0,0.0093029334383721,1.0000000000000004,0.9653514416333586,0.0120318576794576,0.0089642360705423,False,False,False,False,False,False,False,False,False,False,True,False,Quratest,ae,4,Add,id,13,3,,Single_qubit,post_middle,Dominant
7,7,3,4,PureState_2,0,1,0.3803730672259446,0.3825728064871458,0.3270618544140569,0.3286303180386302,0.2499999999999999,0.2495567537858801,0.125,0.1311167231285346,0.5209960937500001,0.5214843750000001,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qftentangled,2,Remove,h,4,0,,Single_qubit,post_middle,Diverse
28,15,11,17,Quratest_18,0,1,0.732702887101201,0.7319127770814622,0.6344844695544366,0.634017161234087,1.2520160752977304e-16,0.0286670353148332,1.000000000000011,0.9327946564645868,0.0149786883330425,0.0821892804169574,False,False,True,True,True,True,False,False,False,False,True,True,Quratest,qpeexact,6,Add,rz,17,2,6.283185307179586,Single_qubit,post_middle,Dominant
22,14,9,13,Quratest_8,0,1,0.9095012943151076,0.9051442132352212,0.7715369284434537,0.7695298381879626,1.033854534100714e-16,0.0403229042387393,1.000000000000004,0.916735558148202,0.0101855722017326,0.0625683340482674,False,False,True,True,True,True,False,False,False,False,False,True,Quratest,qpeexact,5,Add,ch,9,4,,Multi_qubit,middle,Dominant
42,30,21,21,PureState_13,0,1,0.0317573512197703,0.0856562496113091,0.0307289400847807,0.0822791793523697,0.0,0.0193564839402472,1.0000000000000109,0.94664249788764,0.0106597930223732,0.0044769257276267,False,False,False,False,False,False,False,False,False,False,False,False,PureState,ae,6,Add,cz,22,4,,Multi_qubit,middle,Dominant
13,9,7,6,PureState_9,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,7.498798913309288e-33,0.0166665606706639,0.9999999999999992,0.9810502809055256,0.0126953124999998,0.0122070312499998,False,False,True,True,True,True,False,False,False,False,True,False,PureState,qpeexact,4,Add,ry,3,3,6.283185307179586,Single_qubit,pre_middle,Dominant
22,13,11,11,PureState_18,0,1,0.0136463854572432,0.2691389738796246,0.0136090871018992,0.2259685187872107,7.498798913309288e-33,0.0275047771430687,1.0000000000000109,0.9535541364667376,0.0,0.24267578125,False,False,False,False,False,False,False,False,False,False,False,True,PureState,wstate,6,Add,rxx,17,3,6.283185307179586,Multi_qubit,end,Diverse
7,7,3,4,PureState_0,0,1,0.0039415520776194,0.1136545080980608,0.0039415405472395,0.0948944908320706,0.0,0.0119110644059493,1.0,0.9684205174708636,0.0053710937500001,0.0351562499999998,False,False,False,False,False,False,False,False,False,False,False,False,PureState,qftentangled,2,Add,s,0,1,,Single_qubit,beginning,Diverse
29,11,18,11,PureState_24,0,1,0.0056477991625944,0.2533015961166211,0.0056473005889574,0.2125957496985034,0.0,0.0248819887547952,1.0000000000000098,0.9695895612125088,0.012334982717127,0.1522157985328729,False,False,False,False,False,False,False,False,False,False,True,True,PureState,vqe,6,Add,z,2,2,,Single_qubit,beginning,Dominant
29,11,18,11,Quratest_7,0,1,0.0237017576404622,0.1425813989241017,0.0219932129148886,0.126978762168894,0.0,0.0264186554722843,1.0000000000000115,0.9537573815342352,0.0252928959218673,0.0225586665781326,False,False,False,False,False,False,False,False,False,False,True,False,Quratest,vqe,6,Add,y,24,2,,Single_qubit,end,Dominant
25,13,6,19,PureState_12,0,1,0.0283263731086125,0.0266114218704466,0.0283212822991378,0.0266076427350359,6.158268339717665e-17,0.0023024461777709,1.0000000000000124,0.9210693462490124,0.0185546874999999,0.00341796875,False,False,False,False,False,False,False,False,False,False,True,False,PureState,qft,6,Add,rzz,18,2,6.283185307179586,Multi_qubit,end,Diverse
19,9,12,7,Quratest_14,0,1,0.0174956527641596,0.1240829128380023,0.0161117550157342,0.1155430816824255,9.741556519782255e-17,0.0195541892170506,0.9999999999999982,0.9645662096925918,0.0208018905728791,0.0109363906771208,False,False,False,False,False,False,False,False,False,False,True,False,Quratest,vqe,4,Add,rz,17,3,6.283185307179586,Single_qubit,end,Dominant
22,13,11,11,PureState_5,0,1,0.0106366311943849,0.2852529869707951,0.0090803255530977,0.2400017838271388,0.0,0.0452004428158522,1.000000000000011,0.94248795986304,0.0,0.24609375,False,False,False,False,False,False,False,False,False,False,False,True,PureState,wstate,6,Add,cx,14,1,,Multi_qubit,post_middle,Diverse
14,9,7,7,PureState_1,0,1,0.0,0.205529077764536,0.0,0.1719118939402222,7.703719777548943e-34,0.0272494213144262,1.0,0.9727505784346818,0.0,0.13720703125,False,False,False,False,False,False,False,False,False,False,False,True,PureState,wstate,4,Replace,rzz,10,2,2.356194490192345,Multi_qubit,end,Diverse
18,11,9,9,PureState_0,0,1,0.0080301706858626,0.2223464090618867,0.0070100604900003,0.1861379372773876,0.0,0.026117334391021,1.000000000000005,0.9639329314932432,2.220446049250313e-16,0.1474609375000002,False,False,False,False,False,False,False,False,False,False,False,True,PureState,wstate,5,Add,rx,12,0,0.0,Single_qubit,post_middle,Diverse
14,9,7,7,Quratest_13,0,1,0.0169967680307631,0.0390708594171637,0.0169932537399599,0.0390401516829879,2.2117724318704287e-17,0.016216408118625,1.0000000000000004,0.9668408509895426,0.0012252219972103,0.0319869407472103,False,False,False,False,False,False,False,False,False,False,False,False,Quratest,wstate,4,Add,h,0,0,,Single_qubit,beginning,Diverse
13,9,7,6,PureState_1,0,1,0.0,0.1767424773542898,0.0,0.147655471153824,0.0,0.0186186089387615,0.9999999999999996,0.9813813910612378,2.220446049250313e-16,0.1372070312499997,False,False,False,False,False,False,False,False,False,False,False,True,PureState,qpeexact,4,Add,cx,5,0,,Multi_qubit,middle,Dominant
42,30,21,21,Quratest_21,0,1,0.0318721335308067,0.0874225312897818,0.0318383756356889,0.0853563687197316,2.0166160408230382e-16,0.0181015380686706,1.0000000000000102,0.9430079059204088,0.020518861954008,0.0165905130459919,False,False,False,False,False,False,False,False,False,False,True,False,Quratest,ae,6,Add,h,7,5,,Single_qubit,beginning,Dominant
14,8,9,5,PureState_3,0,1,0.0077450277802634,0.0402156534842104,0.0077449674448101,0.0397452600328937,0.0,0.0092119299346271,1.0000000000000004,0.9778016374521707,0.0105353248666234,0.0041876686166234,False,False,False,False,False,False,False,False,False,False,False,False,PureState,vqe,3,Add,cz,9,0,,Multi_qubit,post_middle,Dominant
9,7,5,4,PureState_3,0,1,0.0,0.1648304566479606,0.0,0.1376422919954729,5.6240991849819626e-33,0.0216311254105487,1.0,0.9783688745894508,0.0,0.11328125,False,False,False,False,False,False,False,False,False,False,False,True,PureState,qpeexact,3,Add,h,0,0,,Single_qubit,beginning,Dominant
31,15,7,24,Quratest_1,0,1,0.0299498731646883,0.0931760225661167,0.0299205390680733,0.0916508576881699,1.6544925152128798e-16,0.0347475623505239,1.000000000000012,0.8749754304658908,0.0033066301033268,0.0111191301033268,False,False,False,False,False,False,False,False,False,False,False,False,Quratest,qftentangled,6,Add,h,6,5,,Single_qubit,pre_middle,Diverse
22,13,11,11,Quratest_1,0,1,0.0254467321853307,0.0393184666108691,0.0254386946892684,0.0392853686717172,2.250803710079907e-16,0.0083716453049084,1.0000000000000115,0.9318897085538508,0.0436174662273385,0.0328752787273385,False,False,False,False,False,False,False,False,False,False,True,False,Quratest,wstate,6,Add,ch,8,4,,Multi_qubit,pre_middle,Diverse
13,9,4,9,Quratest_14,0,1,0.0113086303610857,0.0585829873863894,0.0113080685418974,0.0582573826586108,5.551115123125783e-17,0.0216001647267116,1.0000000000000022,0.9379890333975984,0.0094119867045112,0.0304080804545112,False,False,False,False,False,False,False,False,False,False,False,False,Quratest,qft,4,Add,p,3,3,6.283185307179586,Single_qubit,pre_middle,Diverse
18,11,5,13,Quratest_6,0,1,0.4894826357329284,0.4473394111057621,0.4474949522230658,0.4195148853630237,0.4932852696642533,0.4833680363410129,0.4608302205888795,0.4371667615826733,0.0374713183390688,0.0789752245890688,False,False,True,True,True,True,True,True,True,False,True,True,Quratest,qft,5,Replace,rz,9,1,3.9269908169872414,Single_qubit,middle,Diverse
42,30,21,21,Quratest_6,0,1,0.0325206107111002,0.1098344844774224,0.0312346671146804,0.1067126020471238,1.2013637697497193e-16,0.0306914002389591,1.000000000000009,0.944219875197834,0.0125109264071133,0.0051867076571133,False,False,False,False,False,False,False,False,False,False,True,False,Quratest,ae,6,Add,h,30,3,,Single_qubit,post_middle,Dominant
7,7,3,4,PureState_1,0,1,0.0026046663608074,0.1039827390759238,0.0026046634014156,0.0868586342786377,0.0,0.0119110644059497,1.0000000000000004,0.9685900350139764,0.00537109375,0.03515625,False,False,False,False,False,False,False,False,False,False,False,False,PureState,qftentangled,2,Add,z,0,1,,Single_qubit,beginning,Diverse
17,11,5,12,PureState_1,0,1,0.012318698136366,0.0767869799262752,0.0123178742737765,0.0698888330227778,0.0,0.0275165592085551,1.0,0.9270289314052708,0.000507164046637,0.007343101546637,False,False,False,False,False,False,False,False,False,False,False,False,PureState,qftentangled,4,Add,z,0,3,,Single_qubit,beginning,Diverse
5,5,2,3,Quratest_1,0,1,0.4316657534215837,0.423873014851189,0.4136600107631838,0.4061816441272648,0.4525896351355122,0.4485020188785565,0.2479484583302247,0.2484759462467563,0.6614910973870469,0.6483075036370469,False,False,True,True,True,True,True,True,True,False,True,True,Quratest,qft,2,Add,z,0,1,,Single_qubit,beginning,Diverse
42,30,21,21,PureState_11,0,1,0.0324801388738141,0.0527835124515069,0.0319836797555774,0.0524123966704605,0.0,0.010963876105707,1.000000000000011,0.9485969398917802,0.0229514343814678,0.0234397156314678,False,False,False,False,False,False,False,False,False,False,True,False,PureState,ae,6,Add,p,0,0,0.0,Single_qubit,beginning,Dominant
25,13,6,19,Quratest_16,0,1,0.0245913859314343,0.0668628382746233,0.0245606553389945,0.0666061908295703,2.924770885551209e-16,0.028031410212898,1.0000000000000115,0.9000139089717605,0.0005111217011661,0.0180435657988338,False,False,False,False,False,False,False,False,False,False,False,False,Quratest,qft,6,Add,ch,8,3,,Multi_qubit,pre_middle,Diverse
22,14,9,13,PureState_5,0,1,0.3130045621059141,0.3573598873779378,0.3069577032816414,0.3380388142609987,0.3017766952966369,0.3252516596497889,0.5732233047033669,0.539799929237449,0.5757591249365474,0.5865013124365474,False,False,True,True,True,True,True,True,True,False,True,True,PureState,qpeexact,5,Add,ry,19,3,3.9269908169872414,Single_qubit,end,Dominant
18,11,9,9,Quratest_9,0,1,0.1342757823509524,0.1982049687729329,0.1322349205689537,0.1880943070105849,0.1106136914034806,0.1245771861816398,0.8410213660774268,0.8063958544166275,0.0137831879865775,0.0399277495134224,False,False,True,False,True,False,True,True,True,False,True,False,Quratest,wstate,5,Add,sx,6,3,,Single_qubit,pre_middle,Diverse
29,11,18,11,Quratest_29,0,1,0.6629904596844348,0.6246002401492243,0.6063371848119941,0.5761126985944348,0.7184387225338649,0.7015391640743318,0.0010534886184084,0.0042272488412995,0.1182297658118524,0.1138352345618524,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,vqe,6,Add,sx,15,4,,Single_qubit,middle,Dominant
28,15,11,17,PureState_12,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,0.7499999999999997,0.7583001089722579,0.2500000000000064,0.2396709576070016,0.0673828124999998,0.0605468749999998,False,False,True,True,True,True,True,True,True,False,True,True,PureState,qpeexact,6,Replace,cx,15,2,,Multi_qubit,middle,Dominant
32,24,17,15,Quratest_1,0,1,0.0194079751113788,0.062565811938177,0.0194007152068291,0.0622865732125438,0.0,0.0181934795737429,1.000000000000004,0.9565093402820362,0.0025100143112269,0.076103266938773,False,False,False,False,False,False,False,False,False,False,False,True,Quratest,ae,5,Add,y,25,1,,Single_qubit,end,Dominant
13,9,7,6,PureState_10,0,1,0.5421404274138619,0.5249916799947938,0.5268116160927719,0.5095078465530997,0.9999999999999998,0.999094743147919,0.0,0.0005988542598341,0.0218971250634526,0.0689231874365473,False,False,True,True,True,True,True,True,True,True,True,True,PureState,qpeexact,4,Remove,x,3,3,,Single_qubit,pre_middle,Dominant
25,13,6,19,Quratest_16,0,1,0.0246461015730033,0.0674626561166802,0.0246295564907325,0.0672225009321221,0.0,0.0233408332022584,1.000000000000011,0.9155963258969144,0.0005111217011661,0.0214615345488338,False,False,False,False,False,False,False,False,False,False,False,False,Quratest,qft,6,Add,rx,16,4,0.0,Single_qubit,post_middle,Diverse
28,15,11,17,PureState_6,0,1,0.0125138096424915,0.1269211781062543,0.0125128005023217,0.1126099749569021,1.6015190746915958e-16,0.0228746542059421,1.000000000000011,0.9419695806034633,0.0119322303003398,0.1242982384496601,False,False,False,False,False,False,False,False,False,False,True,True,PureState,qpeexact,6,Add,ch,9,5,,Multi_qubit,pre_middle,Dominant
