Name,Input,Ideal_chisquare,Noisy_chisquare,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation,Killed_IC,Killed_NC,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF,Killed_IE,Killed_NE
vqe_5_Mutant_Add_ch_P8_Q0_[].qasm,PureState_0,0.0,0.0,0.0194357483166903,0.961147673385134,0.0189281047770225,0.8155361434492632,3.901791914435773e-16,0.9960558899809226,1.0000000000000062,0.0005804946689518,0.0,0.93505859375,True,True,False,True,False,True,False,True,False,True,False,True
vqe_5_Mutant_Add_ch_P8_Q0_[].qasm,Quratest_0,0.0,0.0,0.0354045343790678,0.9227398070434656,0.0344906944200105,0.7893015796920075,3.197741281787096e-16,0.9923720534958128,1.0000000000000049,0.0008096860178169,0.0,0.78515625,True,True,False,True,False,False,False,True,False,True,False,False
vqe_5_Mutant_Add_ch_P8_Q0_[].qasm,PureState_1,0.0026039384991996,0.0,0.0214175995609611,0.9406178428879935,0.020999826805675,0.8086081611428385,1.3380273403800562e-16,0.9963022962074326,1.000000000000005,0.0008947388590744,0.0,1.17919921875,True,True,False,True,False,True,False,True,False,True,False,True
vqe_5_Mutant_Add_ch_P8_Q0_[].qasm,Quratest_1,0.0,0.0,0.0309207276178872,0.8242987375743319,0.0293692014185555,0.7327224264542208,1.4633171790175842e-16,0.945965810249608,1.000000000000005,0.0482197183207505,0.0,0.87939453125,True,True,False,True,False,False,False,True,False,True,False,True
vqe_5_Mutant_Add_ch_P8_Q0_[].qasm,PureState_2,0.0033008256789153,0.0,0.0173209501278729,0.3906779975365115,0.0168709140996913,0.3624186829286253,3.6099809066505683e-16,0.4057420157788547,1.0000000000000049,0.5877245994541326,0.0,0.583984375,True,True,False,False,False,False,False,False,False,False,False,False
vqe_5_Mutant_Add_ch_P8_Q0_[].qasm,Quratest_2,9.917687901653428e-05,0.0,0.0297909664772633,0.6871534011159012,0.0297411258733519,0.6361535809330283,3.5014309160419366e-16,0.8756182883102129,1.000000000000005,0.117239279414046,0.0,1.08740234375,True,True,False,False,False,False,False,True,False,True,False,True
vqe_5_Mutant_Add_ch_P8_Q0_[].qasm,PureState_3,0.0008093843286484,0.0,0.0223777462465064,0.9505368073754832,0.0220160240511209,0.808767055519784,3.583401264653148e-16,0.9968849817011194,1.000000000000004,0.0006305339169953,0.0,0.97998046875,True,True,False,True,False,True,False,True,False,True,False,True
vqe_5_Mutant_Add_ch_P8_Q0_[].qasm,Quratest_3,0.0001014023828071,0.0,0.028803975526364,0.920925054459855,0.0287708074826014,0.7973331130578869,3.547238457829449e-16,0.9869135714515254,1.0000000000000044,0.006894504726586,0.0,0.716796875,True,True,False,True,False,False,False,True,False,True,False,False
vqe_5_Mutant_Add_ch_P8_Q0_[].qasm,PureState_4,0.0,0.0,0.0161622757719546,0.9519395209776984,0.0156334675470437,0.8105578945304941,2.377417474871359e-16,0.9935805657926178,1.0000000000000049,0.0019389769342018,0.0,0.68017578125,True,True,False,True,False,True,False,True,False,True,False,False
vqe_5_Mutant_Add_ch_P8_Q0_[].qasm,Quratest_4,0.0017280708366115,0.0,0.0274633792906691,0.8188314316889982,0.0273851101772434,0.7301854166164086,3.027905617208892e-16,0.947561175311466,1.0000000000000058,0.0453885262250693,0.0,1.19140625,True,True,False,True,False,False,False,True,False,True,False,True
