Name,Input,Ideal_chisquare,Noisy_chisquare,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation,Killed_IC,Killed_NC,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF,Killed_IE,Killed_NE
ae_2_Mutant_Add_ch_P2_Q0_[].qasm,PureState_0,0.2617833844509192,0.0,0.0070599388527755,0.7730515548583966,0.0070598689144636,0.7107532099880788,1.52655665885959e-16,0.9125823601632356,0.9999999999999988,0.0758087402996921,0.0,1.2412109375,True,True,False,True,False,True,False,True,False,True,False,True
ae_2_Mutant_Add_ch_P2_Q0_[].qasm,Quratest_0,0.2457854678989479,0.0,0.0071819269272809,0.7401354762634427,0.0071818768794048,0.6869466371911397,4.3021142204224816e-16,0.8831511982436074,0.9999999999999988,0.1053775935749298,0.0,1.400390625,True,True,False,True,False,True,False,True,False,True,False,True
ae_2_Mutant_Add_ch_P2_Q0_[].qasm,PureState_1,0.2278140366353492,0.0,0.0073136984746931,0.4414198139374818,0.0073135431135887,0.4081684821378615,2.0816681711721683e-16,0.4725823601632356,0.9999999999999982,0.5068652139251427,0.0,0.69091796875,True,True,False,False,False,False,False,False,False,False,False,True
ae_2_Mutant_Add_ch_P2_Q0_[].qasm,Quratest_1,0.0490415698227861,0.0,0.0101054054462758,0.7553167702057179,0.0101046424216121,0.6974742866096172,2.445960101127298e-16,0.8934898793540951,0.9999999999999982,0.0958747510232223,0.0,1.58056640625,True,True,False,True,False,True,False,True,False,True,False,True
ae_2_Mutant_Add_ch_P2_Q0_[].qasm,PureState_2,0.5316517125407065,0.0,0.0052607766826375,0.584288322661154,0.0052607538741717,0.5466006402640482,1.249000902703301e-16,0.6965823601632353,0.9999999999999988,0.2884914335194473,0.0,1.25146484375,False,True,False,True,False,True,False,True,False,True,False,True
ae_2_Mutant_Add_ch_P2_Q0_[].qasm,Quratest_2,0.5854429530077434,0.0,0.0049031263331676,0.6334844739376965,0.0049031003352213,0.587334608982038,9.714451465470121e-17,0.7384160107373811,0.9999999999999988,0.2475815863266465,0.0,1.31494140625,False,True,False,True,False,True,False,True,False,True,False,True
ae_2_Mutant_Add_ch_P2_Q0_[].qasm,PureState_3,0.8898076787441478,0.0,0.0028064027352762,0.7417004904461858,0.0028063990876093,0.6680988174268703,1.249000902703301e-16,0.8565823601632353,0.9999999999999984,0.1288346159684442,0.0,0.66162109375,False,True,False,True,False,True,False,True,False,True,False,True
ae_2_Mutant_Add_ch_P2_Q0_[].qasm,Quratest_3,0.3496927770910125,0.0,0.0064966967306677,0.6652591296491033,0.0064963215740312,0.60699320197317,9.367506770274757e-17,0.7697882831193048,0.9999999999999988,0.2150387058687913,0.0,0.87841796875,False,True,False,True,False,True,False,True,False,True,False,True
ae_2_Mutant_Add_cp_P4_Q0_[6.283185307179586].qasm,PureState_0,0.5012359435706162,0.0,0.0054864855866188,0.7791817684795763,0.0054863558826941,0.7135193509904197,0.0,0.9125823601632344,0.9999999999999996,0.0758087402996898,0.0,1.2412109375,False,True,False,True,False,True,False,True,False,True,False,True
ae_2_Mutant_Add_cp_P4_Q0_[6.283185307179586].qasm,Quratest_0,0.0297955019516351,0.0,0.0103955559888527,0.7400346644608227,0.0103948720168283,0.6872434040893267,4.8572257327350605e-17,0.8831511982436071,1.000000000000001,0.1053775935749321,0.0,1.400390625,True,True,False,True,False,True,False,True,False,True,False,True
ae_2_Mutant_Add_cp_P4_Q0_[6.283185307179586].qasm,PureState_1,0.0004444654824713,0.0,0.0153271916551408,0.4420130834670329,0.0153248999548658,0.4098957161390552,0.0,0.4725823601632346,0.9999999999999992,0.5068652139251396,0.0,0.69091796875,True,True,False,False,False,False,False,False,False,False,False,True
ae_2_Mutant_Add_cp_P4_Q0_[6.283185307179586].qasm,Quratest_1,0.0812073752298351,0.0,0.0089850084398677,0.7649335980606624,0.0089838046626917,0.7025903664161515,1.301042606982605e-16,0.8934898793540946,0.9999999999999988,0.0958747510232239,0.0,1.58056640625,True,True,False,True,False,True,False,True,False,True,False,True
ae_2_Mutant_Add_cp_P4_Q0_[6.283185307179586].qasm,PureState_2,0.607255329747882,0.0,0.0047744389793194,0.582687299773477,0.0047744081248856,0.5451833371145272,0.0,0.6965823601632344,0.9999999999999988,0.288491433519449,0.0,1.25146484375,False,True,False,True,False,True,False,True,False,True,False,True
ae_2_Mutant_Add_cp_P4_Q0_[6.283185307179586].qasm,Quratest_2,0.006712911923088,0.0,0.012131340017365,0.6385151350700811,0.0121303216759477,0.5892039673463808,3.469446951953614e-18,0.7384160107373804,0.9999999999999996,0.247581586326647,0.0,1.31494140625,True,True,False,True,False,True,False,True,False,True,False,True
ae_2_Mutant_Add_cp_P4_Q0_[6.283185307179586].qasm,PureState_3,0.17054187642361,0.0,0.0079282078119812,0.7385375905045772,0.0079281582772854,0.6691877900232934,0.0,0.8565823601632344,1.0,0.1288346159684462,0.0,0.66162109375,True,True,False,True,False,True,False,True,False,True,False,True
